actual_squared_residual,certificate,certificate_passed,chebyshev_budget,converged,coverage_slack,covered,family,hessian_product_saving,name,raw_certificate_excess,reference_certificate_passed,reference_selected_degree,same_acceptance_decision_as_reference,selected_degree,tolerance
4.246677564231788e-09,1e-08,False,157,True,1.1368684041327477e-13,True,log_uniform,0.0,log_uniform_k1000_1,-5.7533224357682125e-09,False,157,True,157,0.0001
4.2221370328234904e-13,1e-12,False,230,True,1.136868377218821e-13,True,log_uniform,0.0,log_uniform_k1000_1,-5.77786296717651e-13,False,230,True,230,1e-06
5.0755443370321615e-05,0.0001,False,84,True,1.1371498495881357e-13,True,log_uniform,0.0,log_uniform_k1000_2,-4.924455662967839e-05,False,84,True,84,0.01
4.459631161928634e-09,1e-08,False,157,True,1.136868404374848e-13,True,log_uniform,0.0,log_uniform_k1000_2,-5.540368838071366e-09,False,157,True,157,0.0001
4.270068563633785e-13,1e-12,False,230,True,1.1368683772188265e-13,True,log_uniform,0.0,log_uniform_k1000_2,-5.729931436366215e-13,False,230,True,230,1e-06
4.9437289220437524e-05,0.0001,False,84,True,1.1371483510203662e-13,True,log_uniform,0.0,log_uniform_k1000_3,-5.056271077956248e-05,False,84,True,84,0.01
5.1267357983987615e-09,1e-08,False,157,True,1.136868405133258e-13,True,log_uniform,0.0,log_uniform_k1000_3,-4.873264201601239e-09,False,157,True,157,0.0001
5.184581733305569e-13,1e-12,False,230,True,1.1368683772189305e-13,True,log_uniform,0.0,log_uniform_k1000_3,-4.815418266694431e-13,False,230,True,230,1e-06
2.0401920797379784e-05,4.0847038730981296e-05,True,9,True,1.1373597505848688e-13,True,single_outlier,0.11111111111111116,single_outlier_k10_0,-2.0445117933601512e-05,True,8,True,8,0.01
1.4478068042565205e-09,1e-08,False,16,True,1.1368683938311487e-13,True,single_outlier,0.0,single_outlier_k10_0,-8.552193195743479e-09,False,16,True,16,0.0001
1.6801057127235551e-13,1e-12,False,23,True,1.1368683772178637e-13,True,single_outlier,0.0,single_outlier_k10_0,-8.319894287276444e-13,False,23,True,23,1e-06
3.059625624871048e-05,5.4043058451141426e-05,True,9,True,1.147629469858907e-13,True,single_outlier,0.11111111111111116,single_outlier_k10_1,-2.3446802202430947e-05,True,8,True,8,0.01
1.6450821200381417e-09,1e-08,False,16,True,1.1368683940554247e-13,True,single_outlier,0.0,single_outlier_k10_1,-8.354917879961859e-09,False,16,True,16,0.0001
1.452130737413589e-13,1e-12,False,23,True,1.1368683772178377e-13,True,single_outlier,0.0,single_outlier_k10_1,-8.547869262586411e-13,False,23,True,23,1e-06
1.2810655572517365e-05,2.3286972748810315e-05,True,9,True,1.1415445805633208e-13,True,single_outlier,0.11111111111111116,single_outlier_k10_2,-1.047631717629295e-05,True,8,True,8,0.01
1.5234842585204394e-09,1e-08,False,16,True,1.136868393917184e-13,True,single_outlier,0.0,single_outlier_k10_2,-8.47651574147956e-09,False,16,True,16,0.0001
1.692866579490702e-13,1e-12,False,23,True,1.136868377217865e-13,True,single_outlier,0.0,single_outlier_k10_2,-8.307133420509297e-13,False,23,True,23,1e-06
3.12864782902361e-05,5.78936406721766e-05,True,9,True,1.148700613094466e-13,True,single_outlier,0.11111111111111116,single_outlier_k10_3,-2.66071623819405e-05,True,8,True,8,0.01
1.5943380284882848e-09,1e-08,False,16,True,1.1368683939977354e-13,True,single_outlier,0.0,single_outlier_k10_3,-8.405661971511715e-09,False,16,True,16,0.0001
1.7961685211679408e-13,1e-12,False,23,True,1.1368683772178769e-13,True,single_outlier,0.0,single_outlier_k10_3,-8.203831478832059e-13,False,23,True,23,1e-06
5.968568724094822e-05,0.0001,False,27,True,1.1371393818537632e-13,True,single_outlier,0.0,single_outlier_k100_0,-4.0314312759051785e-05,False,27,True,27,0.01
5.9113679841918735e-09,1e-08,False,50,True,1.1368684040703052e-13,True,single_outlier,0.0,single_outlier_k100_0,-4.088632015808127e-09,False,50,True,50,0.0001
5.68809461366776e-13,1e-12,False,73,True,1.1368683772188028e-13,True,single_outlier,0.0,single_outlier_k100_0,-4.31190538633224e-13,False,73,True,73,1e-06
3.503846861457273e-05,0.0001,False,27,True,1.1371113612103204e-13,True,single_outlier,0.0,single_outlier_k100_1,-6.496153138542727e-05,False,27,True,27,0.01
