system,plant,horizon,state_index,barrier_stage,newton_iteration,barrier_weight,weyl_lower,weyl_upper,exact_lower,exact_upper,weyl_condition_number,exact_condition_number,interval_chebyshev_degree,maximum_control_fraction,newton_decrement_half
720,damped_oscillator,20,1,1,4,0.03,0.09277126594753854,3146.9231071837935,0.09477273990750568,3144.380917210344,33921.31254265038,33178.11556655565,340,0.9969109744040725,0.012159131534845937
721,damped_oscillator,20,1,1,5,0.03,0.09277282833185063,890.8208339314442,0.09477737352117208,888.2791780235475,9602.173933352087,9372.270458888766,181,0.9941871814392427,0.009270307530968531
722,damped_oscillator,20,1,1,6,0.03,0.09277390289225228,282.6415275043087,0.09478062964618421,280.1015331802332,3046.5628662035374,2955.261367495145,102,0.9896432311411727,0.005726048968476663
723,damped_oscillator,20,1,1,7,0.03,0.09277516034106037,110.24889596723399,0.09478446192456323,107.713095466244,1188.3449790001614,1136.400347474361,64,0.9832786347946119,0.0021920600979905215
724,damped_oscillator,20,1,1,8,0.03,0.0927764165976891,59.294171826568025,0.09478828306818135,56.76554285754155,639.1082346248427,598.8666638967393,47,0.9769244030357271,0.0003231614863719612
725,damped_oscillator,20,1,1,9,0.03,0.09277708494776529,45.869667962085586,0.09479031225599248,43.34677452183928,494.40729882719216,457.29118820472047,41,0.973560413351231,7.287744241102408e-06
726,damped_oscillator,20,1,1,10,0.03,0.09277720024217317,44.05160352417572,0.09479066197729427,41.52990317885212,474.8106583211103,438.1223035323881,41,0.9729819213555587,5.224025528993685e-09
727,damped_oscillator,20,1,2,0,0.01,0.05260783951362477,16.632292149246915,0.05390876960117627,14.160379390452757,316.1561528285031,262.67302138804115,33,0.9729660958494983,0.1241283951730536
728,damped_oscillator,20,1,2,1,0.01,0.05256700884418226,547324.3779688898,0.05367260676492371,547321.8355717142,10411936.878342351,10197414.81849176,5951,0.9998648304792475,0.017262089654655303
729,damped_oscillator,20,1,2,2,0.01,0.0525427048134289,139503.6554514949,0.05355561642310567,139501.11305781786,2655052.798420847,2604789.6070454423,3005,0.9997322609014557,0.010466262718084634
730,damped_oscillator,20,1,2,3,0.01,0.052544123587976374,36068.758498325726,0.05357183083692691,36066.216118124285,686447.0474597336,673230.9789432088,1528,0.999473434793728,0.007519932549410779
731,damped_oscillator,20,1,2,4,0.01,0.05254459048109583,9592.864109562457,0.053575252277906674,9590.321779627266,182566.15993636334,179006.56314001372,788,0.9989788427551379,0.005149862522109594
732,damped_oscillator,20,1,2,5,0.01,0.05254487754691035,2696.644320960476,0.05357732510072567,2694.1021672946226,51320.784191627434,50284.372395032704,418,0.9980732481726303,0.003392223034522572
733,damped_oscillator,20,1,2,6,0.01,0.05254504532433012,842.9341916054946,0.053578603317943466,840.3925886941015,16042.12512145627,15685.227621688566,234,0.9965496413871511,0.0020101110273466807
734,damped_oscillator,20,1,2,7,0.01,0.05254515316836311,319.4607623741216,0.05357946681569626,316.92055652366435,6079.737960807118,5914.962864670045,144,0.9943791083831778,0.000803037226699124
735,damped_oscillator,20,1,2,8,0.01,0.0525452406289135,164.75427814393143,0.05358018032380461,162.21649409382036,3135.47480555782,3027.546624768465,104,0.9921385268418949,0.00013056421419059775
736,damped_oscillator,20,1,2,9,0.01,0.05254528934875463,123.05518768404171,0.05358057777437433,120.51943733523456,2341.8880970908235,2249.312014564999,90,0.9908753190221353,3.573625430302991e-06
737,damped_oscillator,20,1,2,10,0.01,0.05254529871562594,116.91671170955902,0.05358065414151629,114.38143459451445,2225.0651260412437,2134.7524853356995,87,0.990632806580898,3.5527644484048114e-09
738,damped_oscillator,20,2,0,0,0.1,0.23252315757065364,3.1466874495213575,0.23252315757065373,3.146687449521357,13.532791668568393,13.532791668568388,7,0.0,8.15811601238861
739,damped_oscillator,20,2,0,1,0.1,0.23254733442092757,4002.971812920009,0.2331985758428745,4000.429577958145,17213.578572671744,17154.605526637395,242,0.9950000000000001,2.482553010932344
740,damped_oscillator,20,2,0,2,0.1,0.23278857169637215,9347.937663705146,0.23440393986619495,9345.377304223246,40156.34270868645,39868.68697496244,370,0.9967287695538618,0.41350502880847806
741,damped_oscillator,20,2,0,3,0.1,0.23403263109650926,2405.1608335249557,0.2372016303701506,2402.6007302271164,10277.031977361854,10128.938517319142,187,0.9935479694589514,0.11767843662940507
742,damped_oscillator,20,2,0,4,0.1,0.2343759455302016,635.4847009689737,0.23776604037285157,632.925579216211,2711.3904523409606,2661.9679506109956,97,0.9874262339268643,0.0711217767700155
743,damped_oscillator,20,2,0,5,0.1,0.23446394999153877,177.64687111703338,0.23789795882578443,175.0914330125625,757.6724316187807,735.993843229164,51,0.9760731706089961,0.0435170176056255
744,damped_oscillator,20,2,0,6,0.1,0.23450339401337186,55.84348735014403,0.23795689940058717,53.30250010626095,238.1350921810527,224.0006498678114,29,0.9565096835394955,0.02428643172870687
745,damped_oscillator,20,2,0,7,0.1,0.23453191621983907,24.274940116485872,0.23799939077690666,21.83014507770173,103.50378109618009,91.72353343611975,19,0.9314834571424886,0.010225160081600682
746,damped_oscillator,20,2,0,8,0.1,0.2345553583597936,23.17311830595037,0.23803397294608516,20.684265467499728,98.79594509371312,86.89627455902996,19,0.9296395044151282,0.002011392175211328
747,damped_oscillator,20,2,0,9,0.1,0.2345694440934775,23.227691998315116,0.2380546626060198,20.73610731626968,99.0226672023775,87.10649516068466,19,0.9297343641835313,7.828656808275352e-05
748,damped_oscillator,20,2,0,10,0.1,0.23457276496170335,23.248595536315754,0.23805953392862875,20.756611687795093,99.1103785646699,87.19084400970898,19,0.9297705971316776,1.4162914054560376e-07
749,damped_oscillator,20,2,1,0,0.03,0.0931380838604493,9.037536736249407,0.09530800189947033,6.730619902312364,97.03374131886301,70.6196727260292,19,0.9297721954860726,0.3433026459263197
750,damped_oscillator,20,2,1,1,0.03,0.09305032991574161,243314.69329577297,0.09514191742128299,243312.1509000877,2614871.903367757,2557360.1782978093,2983,0.9996488609774303,0.04713800521946698
751,damped_oscillator,20,2,1,2,0.03,0.0930955914443555,62054.023465762504,0.09532350624850418,62051.48107792843,666562.4279625855,650956.7631320963,1506,0.9993046779650824,0.022773598467577705
752,damped_oscillator,20,2,1,3,0.03,0.09312434011776331,16064.723856053288,0.09539618927408808,16062.18149841714,172508.32420115016,168373.4080013196,766,0.998633329152217,0.016413710533308108
753,damped_oscillator,20,2,1,4,0.03,0.09312938376303251,4284.054900113599,0.09540746022837178,4281.512654872811,46001.10864058079,44876.07829224655,396,0.997352823455845,0.012364865746786672
754,damped_oscillator,20,2,1,5,0.03,0.0931320994307005,1211.0878422662277,0.09541352017572187,1208.5459902223224,13003.978753505893,12666.401868378387,211,0.9950168593794558,0.00931054562750816
755,damped_oscillator,20,2,1,6,0.03,0.0931338979703962,383.01178851906684,0.0954175761758111,380.4711659509886,4112.4853234513175,3987.4327267541744,119,0.9911154393926435,0.005762216196879302
756,damped_oscillator,20,2,1,7,0.03,0.09313588814877424,148.39761816916825,0.09542208030310227,145.86014551207916,1593.3451768035918,1528.578553818608,74,0.9856380392713238,0.0022209045149208777
757,damped_oscillator,20,2,1,8,0.03,0.09313787361241431,79.04432161924304,0.09542656942456412,76.51245573970644,848.6807627601587,801.7940517099955,54,0.980143765926712,0.00033205583777510574
758,damped_oscillator,20,2,1,9,0.03,0.09313893736597495,60.70845942678684,0.0954289723122246,58.181416199504255,651.8053688785648,609.6829378938112,48,0.9772086933560359,7.701622771180345e-06
759,damped_oscillator,20,2,1,10,0.03,0.09313912357358477,58.19459826783215,0.09542939274635821,55.66862536355687,624.8136769491435,583.3488379363213,47,0.9766958709417597,5.785689094234601e-09
760,damped_oscillator,20,2,2,0,0.01,0.052728481312069794,21.339969182037308,0.05418447270611163,18.851827670282994,404.71427682011563,347.9193711551361,38,0.9766815002566127,0.11542899919110512
761,damped_oscillator,20,2,2,1,0.01,0.0526814389720089,735631.8452130386,0.05398163888627699,735629.3028155572,13963776.608378144,13627398.463490633,6892,0.999883407501283,0.018472848852415413
762,damped_oscillator,20,2,2,2,0.01,0.05265907112371668,187492.2597038503,0.053901083502202886,187489.7173089739,3560493.105990379,3478403.496310262,3480,0.9997690533090277,0.011186561002833231
763,damped_oscillator,20,2,2,3,0.01,0.052662291166427865,48471.38126449674,0.05391713048858478,48468.83887965675,920419.1498488614,898950.6385158697,1770,0.9995457755428012,0.007825616974818981
764,damped_oscillator,20,2,2,4,0.01,0.05266333729029974,12888.431884263946,0.05392114893509527,12885.889536884082,244732.53210707396,238976.5387305599,913,0.9991190532575113,0.005251269379541176
765,damped_oscillator,20,2,2,5,0.01,0.05266394313066595,3621.0103383424007,0.05392353032123214,3618.468122542308,68756.9164610066,67103.69482462376,484,0.9983374984884806,0.0034208046224603068
766,damped_oscillator,20,2,2,6,0.01,0.052664298325945894,1130.3793351219424,0.05392496873555631,1127.8375325055954,21463.863965791097,20914.940869718805,271,0.9970217909461492,0.0020187812269238103
767,damped_oscillator,20,2,2,7,0.01,0.052664532400000734,427.2265110356337,0.053925939439438145,424.6857724315581,8112.224519354656,7875.352322948478,167,0.9951451580502181,0.0008084853550726451
768,damped_oscillator,20,2,2,8,0.01,0.05266472356345121,219.4207632490003,0.053926739170944996,216.88194334396053,4166.370739317354,4021.7885723899585,120,0.9932032768873854,0.00013239085716081119
769,damped_oscillator,20,2,2,9,0.01,0.05266483028283264,163.3184199448252,0.05392718578418182,160.78132591346503,3101.0907861610012,2981.4521854879767,103,0.9921034116002364,3.6756414928389965e-06
770,damped_oscillator,20,2,2,10,0.01,0.052664850946565506,155.00924294266048,0.05392727225367353,152.4725745629073,2943.314946432394,2827.374131694949,101,0.9918905302747975,3.744957651835013e-09
771,damped_oscillator,20,3,0,0,0.1,0.23252315757065364,3.1466874495213575,0.23252315757065373,3.146687449521357,13.532791668568393,13.532791668568388,7,0.0,8.595677295826922
772,damped_oscillator,20,3,0,1,0.1,0.23255232528860917,4002.971812919654,0.23317300570045155,4000.4295779604117,17213.209147454294,17156.486729427037,242,0.9949999999999999,2.5048862345561695
773,damped_oscillator,20,3,0,2,0.1,0.23280790728672046,12417.593775010697,0.23433532255855252,12415.033392827645,53338.36775448308,52979.778111452,426,0.9971618636936458,0.40675437144337384
774,damped_oscillator,20,3,0,3,0.1,0.23403691635914906,3191.166632862824,0.2369596122940551,3188.6064405790794,13635.313105756846,13456.328737667654,216,0.9943994900245533,0.11154898656482103
775,damped_oscillator,20,3,0,4,0.1,0.23425111449432198,840.6298476074204,0.23730212733476766,838.0703807055326,3588.584197014766,3531.659787959874,111,0.9890738625501244,0.07583240757179545
776,damped_oscillator,20,3,0,5,0.1,0.23432731018137,233.2477426150874,0.23741745384464114,230.69096898106886,995.3929076152198,971.6681113597745,59,0.9791610367601731,0.046324142657276225
777,damped_oscillator,20,3,0,6,0.1,0.2343794175445975,72.09670614715047,0.23749670414002685,69.5498005377842,307.6068150627261,292.8453293262461,33,0.9619648228254044,0.025386051798493462
778,damped_oscillator,20,3,0,7,0.1,0.23441277273701114,27.41099675682967,0.23754762259645956,24.917593446184195,116.93474052961358,104.89514975493411,20,0.9360308679751131,0.011026638511868015
779,damped_oscillator,20,3,0,8,0.1,0.23438604380670927,21.598991177562183,0.2375835210562036,19.12677853952843,92.1513534968583,80.50549320297233,18,0.9267263895306257,0.002347808350237854
780,damped_oscillator,20,3,0,9,0.1,0.23413637248958416,21.65242406334809,0.23760571435089997,19.172924265566085,92.47783175726498,80.69218502569849,18,0.9268312741926247,0.00010722262618982669
781,damped_oscillator,20,3,0,10,0.1,0.2340745692529688,21.67630327549921,0.23761145011506907,19.195910180569243,92.60426429354324,80.78697458086789,18,0.9268780018542199,2.590200143686345e-07
782,damped_oscillator,20,3,1,0,0.03,0.09298763528393966,8.565939720492807,0.09504178932778094,6.325512541315872,92.11912631541315,66.55506578795975,18,0.9268803967136752,0.29109988331506553
783,damped_oscillator,20,3,1,1,0.03,0.0930588209559289,224449.84474837568,0.09494604988289644,224447.30235291613,2411913.695475159,2363945.657873525,2864,0.9996344019835683,0.04197110251258919
784,damped_oscillator,20,3,1,2,0.03,0.09314939617471407,57218.29805607538,0.09516866468032024,57215.7556691318,614263.7569947835,601203.724580191,1446,0.9992758902900917,0.02236391783110456
785,damped_oscillator,20,3,1,3,0.03,0.0931704034357269,14800.453010325342,0.09521750336728219,14797.910656172047,158853.58938619768,155411.66416737594,736,0.9985761426859306,0.01612936905501134
786,damped_oscillator,20,3,1,4,0.03,0.093175643969262,3940.5759535479306,0.0952289072359234,3938.0337217213614,42291.91004945347,41353.34360148794,380,0.997239780434543,0.012330454405060401
787,damped_oscillator,20,3,1,5,0.03,0.09317842192594161,1110.6343779263036,0.09523498337865072,1108.0925762899058,11919.437515362064,11635.352230641667,202,0.9947958064444733,0.009428673009012619
788,damped_oscillator,20,3,1,6,0.03,0.09318032382786441,349.3572414947703,0.09523916573967094,346.8168016557482,3749.25979158595,3641.5354855558658,113,0.9906938549949871,0.005917978962998268
789,damped_oscillator,20,3,1,7,0.03,0.0931825466662923,134.17673177543364,0.09524405900452666,131.63988345938265,1439.9341569398264,1382.1322278287846,70,0.9848798329251106,0.002340864945036628
790,damped_oscillator,20,3,1,8,0.03,0.09318481204068965,70.6090572730219,0.09524904036522627,68.07903386437431,757.7313912721107,714.7477140276654,51,0.9789422671825149,0.00036818358433745744
791,damped_oscillator,20,3,1,9,0.03,0.09318606619467541,53.61652036924129,0.09525179545238509,51.093085116156146,575.3705737210839,536.4002313394376,45,0.9756657014548538,9.417059169383689e-06
792,damped_oscillator,20,3,1,10,0.03,0.09318629832192715,51.18763720958016,0.0952523051433944,48.66585706462321,549.3043304794036,510.9152685739292,44,0.9750605240705363,8.331149803797178e-09
793,damped_oscillator,20,3,2,0,0.01,0.052744206847891606,19.003247798362587,0.054037591817287116,16.53038206974163,360.2907112276013,305.90523215087853,35,0.9750420784988018,0.09820821624114001
794,damped_oscillator,20,3,2,1,0.01,0.05271636018864244,642162.8198427409,0.05390195305537965,642160.2774453886,12181471.132392269,11913488.121397454,6437,0.999875210392494,0.017134587053593685
795,damped_oscillator,20,3,2,2,0.01,0.0527164980430848,163637.11021534598,0.05387607544672358,163634.56782097727,3104096.749401043,3037239.9337585485,3250,0.9997527917199981,0.010621360207558146
796,damped_oscillator,20,3,2,3,0.01,0.05271919097031797,42287.577437526386,0.05388627445920646,42285.03505465835,802128.7250279541,784708.8238892707,1652,0.9995136949924206,0.007348759431983526
797,damped_oscillator,20,3,2,4,0.01,0.05272030350155593,11235.68036943582,0.05389005403944307,11233.138029544307,213118.6587175892,208445.47718067936,852,0.9990564665154045,0.004973561438589859
798,damped_oscillator,20,3,2,5,0.01,0.05272097020162538,3152.206214477218,0.05389234506239975,3149.6640259942515,59790.36809114025,58443.625385894484,451,0.9982180482240705,0.00334563482144107
799,damped_oscillator,20,3,2,6,0.01,0.05272136484329827,981.5438182244565,0.053893715884514415,979.0021090173302,18617.572233607043,18165.42231222606,252,0.9968033242427884,0.00203647956661674
800,damped_oscillator,20,3,2,7,0.01,0.05272164910471067,369.4262414077541,0.05389471137134985,366.885791906436,7007.107093217725,6807.454434229897,155,0.994776319403858,0.0008288709970217597
801,damped_oscillator,20,3,2,8,0.01,0.05272190352813409,188.6035891348735,0.05389560409785226,186.06551903478828,3577.3288996333104,3452.3320064651243,111,0.992660822414991,0.00013904865071529769
