method,converged,failure,converged_stages,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_linear_relative_residual,final_scaled_gradient,quadratic_objective,terminal_barrier_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index
certificate,True,,3,35,38,6904,11,0,0.048394873243648946,9.097557006134636e-08,-75.27636904699193,-75.05398620403774,0.9900717694597231,0.0,"[0.9900717694597231,0.9849613628668736,0.9747731842493725,0.9492013675418589,0.8383045844011456,-0.23404165570566637,-0.7814203913565589,-0.8492987733629761,-0.8602710552283654,-0.8494406152363777,-0.8201865858347547,-0.7675402826069699,-0.6830127702945012,-0.5637978370668714,-0.4260899745749744,-0.2980663359368407,-0.19703170414154347,-0.12482856488068841,-0.07612504158490732,-0.044496534089595516,-0.02458807763503884,-0.012452501567987734,-0.005336428881561486,-0.0013787961229627564,0.0006490228419401504,0.0015403958941809647,0.0017955263726164672,0.001721019136165132,0.0014982362664748468,0.0012293695858186543,0.0009679206757623887,0.0007384641892377232,0.0005491746730077636,0.0003995558916212396,0.0002850522239398443,0.00019967853354487534,0.00013742345919013287,9.291792438733152e-05,6.168221707519332e-05,4.014623293985716e-05,2.555992445289567e-05,1.586146944152442e-05,9.539786432914827e-06,5.5093979106898325e-06,3.004819979104799e-06,1.4957447576105515e-06,6.213226538014462e-07,1.4065109124947483e-07,-1.0369543948117976e-07,-2.1202097908891418e-07,-2.4624710626221346e-07,-2.430466470267773e-07,-2.2292630422228623e-07,-1.964214401826555e-07,-1.6825103126407445e-07,-1.4003635076088003e-07,-1.1200723011197068e-07,-8.399226957891412e-08,-5.590004389161342e-08,-2.7840894782838362e-08]",double_integrator,60,7
cost_gated_certificate,True,,3,35,38,6904,11,0,0.048394873243648946,9.097557006134636e-08,-75.27636904699193,-75.05398620403774,0.9900717694597231,0.0,"[0.9900717694597231,0.9849613628668736,0.9747731842493725,0.9492013675418589,0.8383045844011456,-0.23404165570566637,-0.7814203913565589,-0.8492987733629761,-0.8602710552283654,-0.8494406152363777,-0.8201865858347547,-0.7675402826069699,-0.6830127702945012,-0.5637978370668714,-0.4260899745749744,-0.2980663359368407,-0.19703170414154347,-0.12482856488068841,-0.07612504158490732,-0.044496534089595516,-0.02458807763503884,-0.012452501567987734,-0.005336428881561486,-0.0013787961229627564,0.0006490228419401504,0.0015403958941809647,0.0017955263726164672,0.001721019136165132,0.0014982362664748468,0.0012293695858186543,0.0009679206757623887,0.0007384641892377232,0.0005491746730077636,0.0003995558916212396,0.0002850522239398443,0.00019967853354487534,0.00013742345919013287,9.291792438733152e-05,6.168221707519332e-05,4.014623293985716e-05,2.555992445289567e-05,1.586146944152442e-05,9.539786432914827e-06,5.5093979106898325e-06,3.004819979104799e-06,1.4957447576105515e-06,6.213226538014462e-07,1.4065109124947483e-07,-1.0369543948117976e-07,-2.1202097908891418e-07,-2.4624710626221346e-07,-2.430466470267773e-07,-2.2292630422228623e-07,-1.964214401826555e-07,-1.6825103126407445e-07,-1.4003635076088003e-07,-1.1200723011197068e-07,-8.399226957891412e-08,-5.590004389161342e-08,-2.7840894782838362e-08]",double_integrator,60,7
interval_chebyshev,True,,3,34,37,24350,0,0,0.0497001792281489,1.230205329571067e-07,-75.27636853232711,-75.0539862040301,0.990071228135724,0.0,"[0.990071228135724,0.9849613715218444,0.9747731598517901,0.9492014956102395,0.8383047996627037,-0.23404157569606354,-0.7814204128588146,-0.8492986716418837,-0.8602710525175755,-0.8494406242775001,-0.8201865818990187,-0.7675402800170575,-0.6830127625456517,-0.5637978463041932,-0.4260900004238875,-0.2980663693828278,-0.19703173682131406,-0.1248285903960215,-0.07612505442638547,-0.04449652922575378,-0.024588052963057768,-0.012452458196151225,-0.005336370334714818,-0.0013787273016900527,0.0006490967341674015,0.0015404702709282765,0.001795597867848277,0.0017210858405737786,0.0014982976430778286,0.0012294261896377207,0.0009679737727271113,0.0007385153667151501,0.0005492254869035906,0.0003996075704385378,0.000285105433656204,0.00019973322240393683,0.00013747878967265654,9.297231400475861e-05,6.173349586412606e-05,4.019190494825422e-05,2.5597510529047896e-05,1.5888876894020152e-05,9.555655821240187e-06,5.513364251585639e-06,2.997646249728287e-06,1.479295188815881e-06,5.983813727597801e-07,1.146007857931123e-07,-1.2928488908168077e-07,-2.3383792281041792e-07,-2.616518874958509e-07,-2.503945733916917e-07,-2.2175226079712855e-07,-1.8746010983858944e-07,-1.532885704786046e-07,-1.2161553496535265e-07,-9.30276754746199e-08,-6.726285829511898e-08,-4.3707137578423344e-08,-2.1593301343697376e-08]",double_integrator,60,7
cg,True,,3,35,38,262,0,0,0.04554872800393856,4.095273352437743e-09,-75.27636889917011,-75.05398620403248,0.9900716304090381,0.0,"[0.9900716304090381,0.9849613163248355,0.9747731297443639,0.9492015152244576,0.8383047201459385,-0.2340415561340263,-0.7814189932615958,-0.849297717573802,-0.8602711846158779,-0.8494416664164018,-0.820186466917953,-0.7675431222767267,-0.6830123388680155,-0.5637935079403102,-0.42609023123650197,-0.29806697604751703,-0.19704067516114332,-0.12482913352494837,-0.07612095790764717,-0.04449523403280263,-0.024589530246333577,-0.01245345026226292,-0.005335136592533071,-0.0013758874631547627,0.0006518783998289386,0.0015418856151871109,0.0017953105523772492,0.0017196027416554246,0.0014964840200698108,0.0012280302148007757,0.000967358965384735,0.0007386324946119627,0.0005497513465308787,0.00040014414451344663,0.0002853494961967705,0.00019956675756564358,0.00013697242381398257,9.232393512239014e-05,6.117784440747966e-05,3.991585719435125e-05,2.568521105553998e-05,1.6306588735674404e-05,1.0173072479117196e-05,6.1491570629815086e-06,3.4732806798298646e-06,1.6661606874093698e-06,4.476044838089055e-07,-3.3521135023453376e-07,-7.653815454055303e-07,-8.982934256129703e-07,-7.880167046666612e-07,-4.996073153430405e-07,-1.10138132939583e-07,2.979625769892982e-07,6.474945126405896e-07,8.775496302358168e-07,9.523403982776095e-07,8.660168495491216e-07,6.426981829229374e-07,3.318642458393469e-07]",double_integrator,60,7
direct,True,,3,33,36,0,0,0,0.0,1.4226960343071888e-08,-75.27636899191624,-75.05398620403932,0.9900716836607166,0.0,"[0.9900716836607166,0.9849613212119975,0.9747731393856841,0.9492015518072445,0.8383049860115156,-0.23404154640381958,-0.7814203576615801,-0.8492986765874464,-0.8602711456297683,-0.8494407308342039,-0.8201866732664645,-0.7675403472733572,-0.6830128202598088,-0.5637979381303904,-0.42609009301657536,-0.2980664597891211,-0.19703182280829093,-0.12482866896988168,-0.0761251233790223,-0.04449658639924237,-0.024588097138370135,-0.012452489169695732,-0.0053363886739499254,-0.0013787343093699179,0.0006490989539586663,0.0015404788802015218,0.0017956095890255186,0.0017210974070952783,0.0014983062847036695,0.0012294300012295153,0.0009679718949765084,0.0007385079492394226,0.0005492134638687074,0.00039959232377843087,0.0002850884231086285,0.00019971565819206335,0.00013746141833701658,9.295533570925863e-05,6.171662073274685e-05,4.0174520280743705e-05,2.5578913655640234e-05,1.5868525596699204e-05,9.533380678315939e-06,5.489505508158361e-06,2.9730886010724433e-06,1.4553995486946377e-06,5.768200214484707e-07,9.713014099833589e-08,-1.410812009482308e-07,-2.3879345609992074e-07,-2.592118839743206e-07,-2.407316296724788e-07,-2.0578606302079154e-07,-1.6677690471635086e-07,-1.2997059042589617e-07,-9.800113102642377e-08,-7.143225057446594e-08,-4.9694059337455376e-08,-3.1608306425758986e-08,-1.564469726204737e-08]",double_integrator,60,7
certificate,True,,3,37,40,769,21,0,0.04965884012102256,5.573994705193398e-07,-7.612026634036067,-7.324467575109654,0.9861269383827923,0.0,"[-0.9861269383827923,-0.9762532532086015,-0.945686974111937,-0.5538430878021744,0.8452077390392372,0.9283087358492248,0.9453941254633146,0.9499331645317483,0.9487532532600592,0.9429509129706399,0.9314711714472904,0.9109836812494135,0.8738144521687695,0.8029329281269354,0.6685758967609762,0.46468898118307217,0.2583356516226856,0.10767459919184676,0.020177891213753726,-0.013487732329567065]",damped_oscillator,20,0
cost_gated_certificate,True,,3,37,40,780,20,0,0.049659234669515884,5.573994705371262e-07,-7.612026634036065,-7.324467575109652,0.9861269383827923,0.0,"[-0.9861269383827923,-0.9762532532086015,-0.9456869741119373,-0.5538430878021742,0.8452077390392372,0.9283087358492249,0.9453941254633144,0.9499331645317483,0.9487532532600593,0.9429509129706399,0.9314711714472904,0.9109836812494131,0.8738144521687695,0.8029329281269347,0.6685758967609768,0.46468898118307317,0.25833565162268407,0.10767459919184655,0.02017789121375388,-0.013487732329566916]",damped_oscillator,20,0
interval_chebyshev,True,,3,35,38,13390,0,0,0.049637019075431416,1.3834813820413015e-06,-7.612026489231152,-7.324467575109231,0.9861267859806304,0.0,"[-0.9861267859806304,-0.9762532739341263,-0.9456869196262165,-0.5538419757108655,0.8452076980638191,0.9283087137171097,0.9453941773547232,0.9499332087017827,0.94875327723935,0.9429509408449651,0.9314712256753231,0.9109834918764657,0.8738140908003599,0.8029324623360886,0.668576621184536,0.46468923184691757,0.25833584558355366,0.10767472509694055,0.020177972683229847,-0.01348769863919044]",damped_oscillator,20,0
cg,True,,3,35,38,201,0,1,0.04947329811154599,4.660878504945893e-08,-7.6120265871617345,-7.324467575109654,0.9861268928885991,0.0,"[-0.9861268928885991,-0.9762532581730482,-0.9456869911878379,-0.5538430318935784,0.8452077707300527,0.9283087436252045,0.9453941131442849,0.949933172172029,0.9487532638805819,0.9429509127656607,0.9314711466275949,0.9109834536694122,0.8738143134884155,0.8029326622653864,0.6685770696637076,0.4646893303173361,0.2583341575920213,0.1076761517008646,0.020177104386785726,-0.013488127062305181]",damped_oscillator,20,0
direct,True,,3,34,37,0,0,0,0.0,8.584169526116061e-07,-7.612026619588632,-7.324467575109716,0.9861269642611082,0.0,"[-0.9861269642611082,-0.9762532518146267,-0.9456869853834691,-0.5538429216174957,0.845207709484763,0.9283087340943025,0.9453941235730202,0.9499331752125297,0.9487532686768855,0.9429509158192363,0.9314711581848817,0.9109834549742608,0.8738142922243077,0.8029324527163881,0.6685766727183866,0.4646893009251016,0.25833591878868983,0.10767479140471836,0.02017802322666769,-0.013487671024416297]",damped_oscillator,20,0
certificate,True,,3,35,38,2326,16,0,0.047948636728812256,5.077092769138355e-07,-7.491797731260805,-7.184110029798231,0.9906249199675156,0.0,"[-0.9906249199675156,-0.986183976881024,-0.9770156712565141,-0.9514109844739559,-0.7636291261304475,0.7288649147156268,0.9049414329637218,0.9319464062070082,0.9389128670297215,0.9378608453468892,0.930691393666464,0.9160948562322813,0.8896384534020012,0.8412381521304801,0.7506269517099554,0.5943757411070988,0.3934064002675634,0.213211597745341,0.08820003337624915,0.019204103712024394]",damped_oscillator,20,1
cost_gated_certificate,True,,3,35,38,2342,15,0,0.0479752825993336,5.077092795517934e-07,-7.49179773126081,-7.184110029798229,0.9906249199675156,0.0,"[-0.9906249199675156,-0.9861839768810241,-0.9770156712565153,-0.951410984473955,-0.7636291261305819,0.7288649147157699,0.904941432963741,0.9319464062069976,0.9389128670297237,0.9378608453468918,0.9306913936664587,0.9160948562322678,0.8896384534019953,0.8412381521304555,0.7506269517099545,0.5943757411071147,0.3934064002675605,0.21321159774533882,0.088200033376244,0.019204103712021088]",damped_oscillator,20,1
interval_chebyshev,True,,3,34,37,19195,0,0,0.047561831585723933,2.0847695706154853e-06,-7.491797581734163,-7.184110029800428,0.9906249760202848,0.0,"[-0.9906249760202848,-0.9861839547346557,-0.9770156934993895,-0.9514109547802444,-0.7636260141241822,0.7288611568621846,0.9049415654831956,0.9319463008691345,0.9389129511957878,0.9378609367433208,0.9306913367681001,0.9160947600923443,0.8896385187283972,0.8412381329666199,0.7506274199667115,0.5943760726128968,0.3934064317346518,0.21321163722776315,0.08820002927373878,0.01920409616018608]",damped_oscillator,20,1
cg,True,,3,36,39,210,0,0,0.04985533079997866,6.969186709532252e-07,-7.491797516988264,-7.184110029782182,0.9906249098139793,0.0,"[-0.9906249098139793,-0.9861839553598233,-0.9770156862771695,-0.951410927274346,-0.7636268173061007,0.728862137425921,0.9049415173689855,0.9319461248978614,0.9389129017198715,0.9378609004956969,0.9306909990309825,0.9160946531760367,0.8896398235386795,0.8412359075908009,0.7506296368417903,0.5943694799843438,0.3934115435449672,0.21322646307292545,0.08820474386287012,0.019192975405478832]",damped_oscillator,20,1
direct,True,,3,34,37,0,0,0,0.0,1.4824186098417481e-06,-7.491797559678837,-7.1841100298005545,0.9906249572209269,0.0,"[-0.9906249572209269,-0.986183957404409,-0.9770156915628093,-0.951410939403713,-0.7636260235113052,0.7288611238623013,0.9049415027994733,0.9319462970431264,0.9389129704643836,0.9378609574968855,0.930691335389024,0.9160947891595077,0.8896385219149924,0.8412380955543908,0.7506274169981166,0.5943760703317891,0.3934064315839522,0.21321163913185562,0.08820003033342523,0.019204096840833264]",damped_oscillator,20,1
certificate,True,,3,34,37,5554,15,0,0.04943575093388808,1.4312830985661666e-05,-7.632024662411341,-7.344749070978056,0.9918835079321516,0.0,"[-0.9918835079321516,-0.9889369496797611,-0.9837398633876842,-0.9731858171830587,-0.9451812380120882,-0.7931197418355918,0.42218363344419024,0.8306757875648159,0.8859445878758008,0.8981681469754301,0.8946681877217088,0.8789637011344864,0.8477778097400899,0.7920889367862058,0.6976512569043753,0.5572215580812917,0.393312129033416,0.24379000669165748,0.12833597619297266,0.04850052791322879]",damped_oscillator,20,2
cost_gated_certificate,True,,3,34,37,5554,15,0,0.04943575093388808,1.4312830985661666e-05,-7.632024662411341,-7.344749070978056,0.9918835079321516,0.0,"[-0.9918835079321516,-0.9889369496797611,-0.9837398633876842,-0.9731858171830587,-0.9451812380120882,-0.7931197418355918,0.42218363344419024,0.8306757875648159,0.8859445878758008,0.8981681469754301,0.8946681877217088,0.8789637011344864,0.8477778097400899,0.7920889367862058,0.6976512569043753,0.5572215580812917,0.393312129033416,0.24379000669165748,0.12833597619297266,0.04850052791322879]",damped_oscillator,20,2
interval_chebyshev,True,,3,33,36,18139,0,0,0.049761493730265914,1.6361644105732937e-05,-7.632025165687178,-7.344749070999258,0.9918835123976384,0.0,"[-0.9918835123976384,-0.98893704529595,-0.983740031046369,-0.9731853842498637,-0.945183235271648,-0.7931239416346296,0.4221813026913021,0.8306742748508847,0.8859452374497399,0.8981681893231348,0.8946682687649707,0.8789645072733124,0.8477757283764272,0.7920880977543427,0.6976530496526248,0.5572225660681279,0.39331274887697193,0.2437905042244067,0.12833628239504605,0.04850065826264217]",damped_oscillator,20,2
cg,True,,3,34,37,206,0,1,0.04901313419747753,1.3579478262893935e-06,-7.632024306002396,-7.3447490709753955,0.991883516119081,0.0,"[-0.991883516119081,-0.9889362491199052,-0.9837399427535338,-0.9731854664054023,-0.945183803365463,-0.7931234966361195,0.42218658098567535,0.8306727071047064,0.8859454210541381,0.8981674329340845,0.8946673862029612,0.878963147993284,0.8477758004186333,0.7920934077441965,0.6976487871543179,0.5572306207723903,0.39329742910816173,0.24379189269537413,0.12832857560007765,0.04847346522082166]",damped_oscillator,20,2
direct,True,,3,33,36,0,0,0,0.0,1.5385978587009505e-06,-7.632024523966036,-7.344749071026177,0.9918835522797309,0.0,"[-0.9918835522797309,-0.9889362338537006,-0.9837400172142863,-0.973185386122674,-0.9451834401459402,-0.7931240789493622,0.4221812722155245,0.8306740502011303,0.885945347843833,0.8981682155681984,0.8946682834361991,0.8789646165428537,0.8477756697398496,0.7920879848718385,0.6976531334912006,0.5572226136140012,0.393312786108082,0.2437905377274166,0.12833630394233686,0.04850066787913955]",damped_oscillator,20,2
certificate,True,,3,36,39,2821,15,0,0.048988487734688155,4.643823143211782e-07,-8.117685136166877,-7.871671162519208,0.9911936047591611,0.0,"[-0.9911936047591611,-0.988579771681006,-0.9843047728395518,-0.9766495787005323,-0.9608012788555288,-0.917930897223486,-0.7064575920074335,0.16941459717795035,0.6437917201454616,0.7526006331405596,0.7729428780022368,0.7572301060524367,0.7136869363287983,0.6414436611448072,0.5422453743786624,0.4272495024977219,0.3129904123052736,0.21147222673808833,0.12673425703967883,0.057420791898541754]",damped_oscillator,20,3
cost_gated_certificate,True,,3,36,39,2821,15,0,0.048988487734688155,4.643823143211782e-07,-8.117685136166877,-7.871671162519208,0.9911936047591611,0.0,"[-0.9911936047591611,-0.988579771681006,-0.9843047728395518,-0.9766495787005323,-0.9608012788555288,-0.917930897223486,-0.7064575920074335,0.16941459717795035,0.6437917201454616,0.7526006331405596,0.7729428780022368,0.7572301060524367,0.7136869363287983,0.6414436611448072,0.5422453743786624,0.4272495024977219,0.3129904123052736,0.21147222673808833,0.12673425703967883,0.057420791898541754]",damped_oscillator,20,3
interval_chebyshev,True,,3,34,37,19500,0,0,0.04766480081310766,2.0629217745556915e-05,-8.1176840519685,-7.871671162472828,0.9911927326944403,0.0,"[-0.9911927326944403,-0.9885797703698065,-0.9843047779009689,-0.9766495865171649,-0.9608012699004095,-0.917930901077047,-0.7064560563388097,0.1694147208156938,0.6437921156901838,0.7525983786409537,0.7729422467664371,0.7572298258870723,0.7136875183552563,0.6414442404546497,0.5422458220738744,0.4272498996985259,0.3129907568883096,0.21147249736296056,0.1267344367321621,0.057420879859088586]",damped_oscillator,20,3
cg,True,,3,34,37,215,0,1,0.04987614164356611,8.525889312416453e-08,-8.11768509222047,-7.8716711625191085,0.9911935855088895,0.0,"[-0.9911935855088895,-0.9885797718108041,-0.9843047747871307,-0.9766495800842131,-0.9608012786485395,-0.917930924147014,-0.7064573674728031,0.1694146068586674,0.6437931247167449,0.7525987136730764,0.7729431807423354,0.7572297682413006,0.7136876238606966,0.6414440337943177,0.5422434906156494,0.4272499149050208,0.31299021038973524,0.21147472665593617,0.12673598321716578,0.05741870916455004]",damped_oscillator,20,3
direct,True,,3,33,36,0,0,0,0.0,1.190909307164478e-06,-8.11768508426468,-7.871671162519864,0.9911936359886226,0.0,"[-0.9911936359886226,-0.9885797723956611,-0.9843047758831023,-0.9766495824816337,-0.9608012855927083,-0.9179309446711076,-0.7064561522379118,0.16941473012112612,0.6437920849479968,0.7525985654473395,0.7729422834896956,0.7572297472733039,0.7136874519670175,0.6414442016416096,0.5422457881750511,0.4272498710116486,0.31299073548439704,0.21147248193065105,0.12673442698950801,0.05742087584070698]",damped_oscillator,20,3
certificate,True,,3,37,40,780,24,0,0.04824845036737553,7.069476068910293e-08,-8.660347502548905,-8.461663194276834,0.9868595774931135,0.0,"[-0.9868595774931135,-0.9836824113494157,-0.9786419784965428,-0.9701139561069816,-0.9541586688153489,-0.9190657951428544,-0.817790144771428,-0.464280870802913,0.04916264735887879,0.33173460320685044,0.4374536177353922,0.45710491443353846,0.43218245585154375,0.38241755564057966,0.32045072594427665,0.2555313329912911,0.19368008919102456,0.13772835612410003,0.08793930603167778,0.04285131798299072]",damped_oscillator,20,4
cost_gated_certificate,True,,3,37,40,1103,20,0,0.04998642989565379,7.069476120042225e-08,-8.660347502548907,-8.461663194276836,0.9868595774931135,0.0,"[-0.9868595774931135,-0.9836824113494158,-0.9786419784965427,-0.9701139561069811,-0.9541586688153488,-0.9190657951428548,-0.8177901447714342,-0.4642808708029088,0.0491626473588828,0.3317346032068516,0.4374536177353973,0.4571049144335367,0.4321824558515432,0.3824175556405777,0.32045072594427393,0.2555313329912887,0.19368008919102242,0.13772835612409795,0.08793930603167631,0.042851317982990134]",damped_oscillator,20,4
interval_chebyshev,True,,3,33,36,15111,0,0,0.04903255426453771,4.720767018323004e-06,-8.660346874990381,-8.461663194236133,0.9868599725194552,0.0,"[-0.9868599725194552,-0.983682236807671,-0.9786415684926847,-0.9701132718366998,-0.9541570086291193,-0.91906418744822,-0.8177935589200074,-0.4642777393352084,0.049166448763832915,0.33173706082376464,0.4374561757743817,0.457106246188811,0.4321823647858796,0.3824163242004173,0.32044873142213914,0.2555289738141426,0.19367774435171545,0.13772634510685786,0.08793785959289804,0.042850568700414836]",damped_oscillator,20,4
cg,True,,3,26,29,173,0,2,0.04820139847250337,1.231560551296051e-07,-8.660347464396605,-8.461663194273509,0.9868595711220791,0.0,"[-0.9868595711220791,-0.9836824041555722,-0.9786419643959898,-0.9701139589538929,-0.9541586187412371,-0.9190656379701483,-0.8177890750723188,-0.4642812629167375,0.049156168959343965,0.3317381847830254,0.4374500554029387,0.45710621610163815,0.4321860732040342,0.38242082179317916,0.32045216075556,0.25553079878883034,0.1936783472772657,0.1377263211535762,0.08793741782752305,0.042849336848983684]",damped_oscillator,20,4
direct,True,,3,28,31,0,0,1,0.0,1.5663275280421224e-06,-8.660348192696137,-8.461663194266269,0.9868595821191848,0.0,"[-0.9868595821191848,-0.98368243448242,-0.9786420667517692,-0.9701143342360815,-0.9541601336583772,-0.919067990264491,-0.8177886903451168,-0.46428027105612985,0.04916325314985049,0.33173469146797874,0.4374535837719353,0.45710495917453847,0.43218261362176164,0.38241783913979677,0.3204511119797653,0.2555317753017464,0.1936805286474649,0.13772873153307597,0.0879395683763572,0.04285144680986723]",damped_oscillator,20,4
certificate,True,,3,23,26,576,9,0,0.04917921451979111,7.853108754345798e-08,-8.554933522992307,-8.431694950097608,0.9438387144424851,0.0,"[-0.9438387144424851,-0.9405259308831158,-0.9316640640178,-0.9152042309560259,-0.8859660124241039,-0.8327073032434275,-0.7342391597615336,-0.5720637119133486,-0.3774242394882925,-0.21082167698648746,-0.0950207623186652,-0.023425981586815324,0.01678453722145627,0.03648931845572362,0.04345284033302323,0.04285166276482067,0.03795543627604963,0.030662565423653892,0.021880966640503034,0.01178790699442871]",damped_oscillator,20,5
cost_gated_certificate,True,,3,21,24,614,2,0,0.04652104176624379,7.034672245340411e-07,-8.554933301904645,-8.43169495009371,0.9438377833744778,0.0,"[-0.9438377833744778,-0.940525495706864,-0.9316636379052374,-0.9152053139179721,-0.8859656861734111,-0.8327072203937579,-0.7342387969168922,-0.572063427569035,-0.37742400142828053,-0.21082148075329996,-0.09502061201614853,-0.023425870858086333,0.016784609825268724,0.036489355899358276,0.04345284928682417,0.04285165176703229,0.03795541408431692,0.0306625400951502,0.021880944920119605,0.011787893989667815]",damped_oscillator,20,5
interval_chebyshev,True,,3,21,24,775,0,0,0.04811616360354471,7.034672296864878e-07,-8.554933301904642,-8.431694950093709,0.9438377833744838,0.0,"[-0.9438377833744838,-0.9405254957068465,-0.9316636379052334,-0.9152053139179782,-0.8859656861734068,-0.8327072203937591,-0.7342387969168827,-0.5720634275690294,-0.3774240014282763,-0.21082148075329393,-0.09502061201614098,-0.023425870858087772,0.01678460982526893,0.036489355899355924,0.04345284928682243,0.042851651767029326,0.037955414084314486,0.030662540095148263,0.02188094492011819,0.011787893989667064]",damped_oscillator,20,5
cg,True,,3,23,26,134,0,0,0.049162074226122385,3.606074882779238e-08,-8.554933466581044,-8.431694950097494,0.9438386389575919,0.0,"[-0.9438386389575919,-0.9405259079235295,-0.9316640217058422,-0.9152039409983853,-0.885966016804468,-0.832706617684688,-0.734239346965655,-0.5720643289350825,-0.37742548254478964,-0.21082342195338333,-0.09502125391859176,-0.023423975098990288,0.016785476673342417,0.03648940354754536,0.0434531455562715,0.04285223512482004,0.03795573354020793,0.030662279025035873,0.021880339892425296,0.01178749151098282]",damped_oscillator,20,5
direct,True,,3,20,23,0,0,0,0.0,5.254637667815229e-07,-8.554933662934555,-8.431694950095912,0.943839632543149,0.0,"[-0.943839632543149,-0.94052626980413,-0.931663987713262,-0.91520387900158,-0.8859659167436676,-0.8327066686761876,-0.7342395630891271,-0.5720638883029371,-0.37742435945520536,-0.21082187458271467,-0.09502088422382415,-0.02342608141140889,0.016784515920830672,0.03648940799312963,0.04345301140878975,0.042851866098702826,0.0379556294387534,0.030662720239070476,0.021881071022002933,0.011787963412342497]",damped_oscillator,20,5
certificate,True,,3,18,21,293,1,0,0.0473313697166401,3.8049057829268873e-08,-7.945819017194049,-7.816850365474025,0.9034857330079332,0.0,"[0.8000017399381835,-0.43405435855405977,-0.8380467871635284,-0.8913446465944835,-0.9034857330079332,-0.9008464646077854,-0.8870630300905167,-0.859521080978947,-0.8105074280463361,-0.7270001149099045,-0.5991889491351422,-0.44294261620355574,-0.2953317374106536,-0.1795164804270479,-0.09808350046144124,-0.0448282087893634,-0.012406629459781424,0.005100463258872853,0.011730819331376744,0.009777140314137551]",damped_oscillator,20,6
cost_gated_certificate,True,,3,20,23,331,0,0,0.04733132598819584,3.8049057916078494e-08,-7.945819017194049,-7.816850365474025,0.9034857330079326,0.0,"[0.8000017399381848,-0.4340543585540606,-0.8380467871635292,-0.8913446465944836,-0.9034857330079326,-0.9008464646077853,-0.8870630300905169,-0.8595210809789479,-0.8105074280463349,-0.7270001149099041,-0.5991889491351426,-0.442942616203557,-0.2953317374106539,-0.17951648042704665,-0.09808350046144056,-0.04482820878936284,-0.01240662945978159,0.005100463258873314,0.011730819331376959,0.00977714031413768]",damped_oscillator,20,6
interval_chebyshev,True,,3,20,23,331,0,0,0.04733132598819584,3.8049057916078494e-08,-7.945819017194049,-7.816850365474025,0.9034857330079326,0.0,"[0.8000017399381848,-0.4340543585540606,-0.8380467871635292,-0.8913446465944836,-0.9034857330079326,-0.9008464646077853,-0.8870630300905169,-0.8595210809789479,-0.8105074280463349,-0.7270001149099041,-0.5991889491351426,-0.442942616203557,-0.2953317374106539,-0.17951648042704665,-0.09808350046144056,-0.04482820878936284,-0.01240662945978159,0.005100463258873314,0.011730819331376959,0.00977714031413768]",damped_oscillator,20,6
cg,True,,3,16,19,94,0,0,0.04981823109105796,6.805565734407045e-07,-7.945819238226706,-7.816850365430589,0.9034862275516151,0.0,"[0.8000072702377231,-0.43405926977008963,-0.8380501854509506,-0.8913450408657451,-0.9034862275516151,-0.9008468084505696,-0.8870619624543314,-0.8595153446043289,-0.8105082490188023,-0.72699776641703,-0.5991988094453636,-0.4429346682359183,-0.29533078730655177,-0.179529748971183,-0.09807847398365928,-0.04481741892985312,-0.012406102458939463,0.005090779259971371,0.01171992113812482,0.00977289936098604]",damped_oscillator,20,6
direct,True,,3,17,20,0,0,0,0.0,4.114705912674177e-07,-7.945819493828695,-7.816850365462889,0.9034859289835887,0.0,"[0.8000093096099038,-0.4340601245914462,-0.8380474478927029,-0.8913448581090018,-0.9034859289835887,-0.9008465286944997,-0.8870630995172042,-0.859521188304088,-0.810507649038279,-0.7269994597644968,-0.5991887713893493,-0.4429424790809759,-0.2953316356928323,-0.17951644304464942,-0.09808353162405098,-0.04482829226913408,-0.012406737317364707,0.005100360122547106,0.01173074371781775,0.009777103791716753]",damped_oscillator,20,6
certificate,True,,3,33,36,344,19,0,0.04783343369678738,8.984659522564299e-07,-7.773135846674316,-7.551928460611113,0.9704957221311403,0.0,"[0.9704957221311403,0.9248595506762953,0.16406095610888002,-0.8546930787732637,-0.9222334981136949,-0.9377689183134371,-0.941054886271719,-0.9379171900313708,-0.9288532245861664,-0.9117750242000163,-0.88124680094992,-0.8254528441397441,-0.7225880161864995,-0.5559000274901373,-0.3603683036490125,-0.1954319342563942,-0.08217687070981282,-0.014830776327862456,0.01709395296987779,0.02103338652467454]",damped_oscillator,20,7
cost_gated_certificate,True,,3,33,36,371,17,0,0.047838255588214085,8.98494651145921e-07,-7.773135846692312,-7.551928460611112,0.9704957221325472,0.0,"[0.9704957221325472,0.9248595508661305,0.16406095575506596,-0.8546930789288242,-0.9222334981269352,-0.9377689183212947,-0.9410548862600202,-0.9379171900399506,-0.9288532245016335,-0.9117750241516026,-0.8812468008990803,-0.8254528441293182,-0.7225880163330317,-0.5559000274820478,-0.36036830359654826,-0.19543193419805446,-0.08217687065063096,-0.014830776272173178,0.017093953005032185,0.02103338654160743]",damped_oscillator,20,7
