method,converged,failure,converged_stages,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_linear_relative_residual,final_scaled_gradient,quadratic_objective,terminal_barrier_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index
direct,True,,3,30,33,0,0,1,0.0,1.8776354084455318e-09,-788.0931474446484,-787.5883714062427,0.9977997168920438,0.0,"[-0.9977997168920438,-0.9973217474222522,-0.9966722262774681,-0.9957617115909745,-0.9944349956156432,-0.9924034695334822,-0.9890789703651769,-0.9830984111190592,-0.9706153038615123,-0.9362143941464918,-0.7366365325714673,0.516865563195886,0.8115391703764341,0.8558852746987055,0.8601017589717495,0.8448094805196417,0.8105194964227659,0.7509173136138527,0.6576082818961345,0.5313755180991977,0.393227823060766,0.27061970920761524,0.17671882422379698,0.11079008796561854,0.06681915449796519,0.03851554109297779,0.02085327868793336,0.010194242890158637,0.004025488937724187,0.0006602079989938922,-0.001008311087700737,-0.00169009878624235,-0.0018294975586933809,-0.0016963876162759725,-0.0014484867518934222,-0.00117312323342636,-0.0009147195731810996,-0.0006925043257203443,-0.0005116589920643083,-0.0003701363512121164,-0.0002626825859333617,-0.00018309474307001504,-0.0001253951112323659,-8.436386010932452e-05,-5.570919959774722e-05,-3.604703262911547e-05,-2.2792455561356465e-05,-1.4021237085795996e-05,-8.332153353951893e-06,-4.7247205014476395e-06,-2.497552903183493e-06,-1.1675863876100443e-06,-4.080111087124871e-07,-1.8602265979208239e-09,1.918862657442296e-07,2.6252115706357846e-07,2.6453170915950213e-07,2.291149738479219e-07,1.7173174170788707e-07,9.676065354351309e-08]",double_integrator,60,1
certificate,True,,3,29,32,10258,8,1,0.04903821660594932,1.1388435199119868e-06,-1619.3184834436152,-1618.720709863207,0.9983230353859464,0.0,"[-0.9983230353859464,-0.9980259000677697,-0.9976401049957551,-0.9971308033887083,-0.9964350089033979,-0.995460555810026,-0.9940381676424508,-0.9918557659542818,-0.9882857837125755,-0.9818360937740266,-0.9683656229799478,-0.9310643071624743,-0.7214098212594402,0.45749571454764565,0.781937658270011,0.8326741304960615,0.8364415839808997,0.8171230935516285,0.7754191973247017,0.7054587704567852,0.6025971422135467,0.4752785631977201,0.34703262368983917,0.23872247546568376,0.15728997776900014,0.1001407597875772,0.061702924658897707,0.036632265031272676,0.020720242204216734,0.010908820387596094,0.005065543578309596,0.0017423150059836618,-2.325254744314719e-05,-0.0008575325184094235,-0.0011591176514867607,-0.001175114134789062,-0.0010538652139192833,-0.00088072636732206,-0.0007018961827213863,-0.0005399809125937002,-0.00040393917508768943,-0.00029527596905895613,-0.0002117827993950271,-0.00014970785402722685,-0.00010494761168822016,-7.36476042754876e-05,-5.2460790812968654e-05,-3.8618479490371116e-05,-2.9907187347435143e-05,-2.4605301418372614e-05,-2.140864626767304e-05,-1.9359177601258314e-05,-1.7782445974096967e-05,-1.6234930452349534e-05,-1.4460216600091155e-05,-1.2352279986895071e-05,-9.924170764309711e-06,-7.280766128619534e-06,-4.594739424383763e-06,-2.0853456382909625e-06]",double_integrator,60,2
cost_gated_certificate,True,,3,29,32,10258,8,1,0.04903821660594932,1.1388435199119868e-06,-1619.3184834436152,-1618.720709863207,0.9983230353859464,0.0,"[-0.9983230353859464,-0.9980259000677697,-0.9976401049957551,-0.9971308033887083,-0.9964350089033979,-0.995460555810026,-0.9940381676424508,-0.9918557659542818,-0.9882857837125755,-0.9818360937740266,-0.9683656229799478,-0.9310643071624743,-0.7214098212594402,0.45749571454764565,0.781937658270011,0.8326741304960615,0.8364415839808997,0.8171230935516285,0.7754191973247017,0.7054587704567852,0.6025971422135467,0.4752785631977201,0.34703262368983917,0.23872247546568376,0.15728997776900014,0.1001407597875772,0.061702924658897707,0.036632265031272676,0.020720242204216734,0.010908820387596094,0.005065543578309596,0.0017423150059836618,-2.325254744314719e-05,-0.0008575325184094235,-0.0011591176514867607,-0.001175114134789062,-0.0010538652139192833,-0.00088072636732206,-0.0007018961827213863,-0.0005399809125937002,-0.00040393917508768943,-0.00029527596905895613,-0.0002117827993950271,-0.00014970785402722685,-0.00010494761168822016,-7.36476042754876e-05,-5.2460790812968654e-05,-3.8618479490371116e-05,-2.9907187347435143e-05,-2.4605301418372614e-05,-2.140864626767304e-05,-1.9359177601258314e-05,-1.7782445974096967e-05,-1.6234930452349534e-05,-1.4460216600091155e-05,-1.2352279986895071e-05,-9.924170764309711e-06,-7.280766128619534e-06,-4.594739424383763e-06,-2.0853456382909625e-06]",double_integrator,60,2
interval_chebyshev,True,,3,31,34,39510,0,1,0.0498583981427908,1.0803191169455773e-06,-1619.3184856625048,-1618.7207098656465,0.9983233703391595,0.0,"[-0.9983233703391595,-0.9980261488457722,-0.9976416596106863,-0.9971297893241626,-0.9964349594807553,-0.9954604956883859,-0.9940378771276889,-0.9918554158502203,-0.9882822177894304,-0.9818371548641306,-0.9683638480530943,-0.9310659593203109,-0.7214108498682501,0.45749555947517767,0.7819376118028479,0.8326730896642016,0.8364407420968639,0.8171225030741995,0.7754187789000366,0.7054584894548556,0.6025968794992993,0.4752783310686393,0.34703245124218335,0.238722351969414,0.15728989148340422,0.1001407006737968,0.061702879213738564,0.03663221973441067,0.02072018738439377,0.010908751201629027,0.005065458906226805,0.001742215714558467,-2.3365065899226286e-05,-0.0008576571124368273,-0.001159253489746424,-0.0011752602709459205,-0.0010540198912336834,-0.0008808863278207638,-0.0007020561612071964,-0.0005401334475021656,-0.00040407479745884465,-0.0002953837433645875,-0.00021185116292807662,-0.0001497256516958591,-0.00010490521159637654,-7.353796869211504e-05,-5.2280390310965495e-05,-3.836794951702354e-05,-2.9591663782009916e-05,-2.4234380830216075e-05,-2.0995969810985992e-05,-1.8921651851867193e-05,-1.7339152873796742e-05,-1.580579764286242e-05,-1.4064542587569905e-05,-1.2007214862003659e-05,-9.64326283311465e-06,-7.0726757374697395e-06,-4.462209625480313e-06,-2.024498380189817e-06]",double_integrator,60,2
cg,True,,3,47,50,559,0,1,0.049948124396197745,5.140527120786644e-09,-1619.3184702486965,-1618.720709876906,0.9983231733903202,0.0,"[-0.9983231733903202,-0.9980262139565814,-0.9976408879849713,-0.9971300542385437,-0.9964352270926445,-0.9954601201490731,-0.9940374210342282,-0.9918554528188698,-0.9882778638993135,-0.9818271882293896,-0.9683295698178693,-0.9310988317714944,-0.7214663786872788,0.45748619164839666,0.7819677698120125,0.832654015527886,0.8364532301236666,0.8171334248795252,0.7754207199841939,0.7054716285903633,0.6026067588890065,0.47527994115786243,0.3470245350824038,0.2387551294708743,0.15730546153321984,0.10012766554675302,0.06168940481874703,0.036633147104504556,0.020730273565614705,0.01091689817946836,0.0050651580771863556,0.0017335869518269671,-3.627081127733431e-05,-0.0008703263505985759,-0.0011689087558610204,-0.001181415110834485,-0.0010578812107216323,-0.0008843071865064634,-0.0007065939190055927,-0.000546500271257109,-0.00041202573363668634,-0.00030393406392665244,-0.0002196555966529338,-0.00015546420001086704,-0.00010757115327058297,-7.258450042231094e-05,-4.76332960829511e-05,-3.0343180227447282e-05,-1.8767561908989314e-05,-1.132279159165465e-05,-6.74141644472008e-06,-4.039962020437168e-06,-2.491698790718663e-06,-1.5959635001991948e-06,-1.0400170676396149e-06,-6.543299628534635e-07,-3.6582301861655636e-07,-1.5516343635162851e-07,-2.3674507412857666e-08,2.6715747077377884e-08]",double_integrator,60,2
direct,True,,3,31,34,0,0,1,0.0,1.462368501558072e-09,-1619.3184691699366,-1618.7207098770473,0.9983231751188353,0.0,"[-0.9983231751188353,-0.9980262147824563,-0.9976408891596307,-0.9971300567123853,-0.9964352244424106,-0.9954601204825492,-0.9940374230851969,-0.9918554565268207,-0.98827786682815,-0.9818272213378437,-0.968329706075036,-0.9310997392137039,-0.7214448440085336,0.4574692265307115,0.7819615691312803,0.8326604006373662,0.8364451713513824,0.8171257624008524,0.775425247015351,0.7054703746642785,0.602606573612699,0.47528801671496346,0.34704214385896803,0.2387310293536086,0.15729688396415376,0.10014578140849437,0.06170581542455693,0.03663285832506019,0.02071859746932131,0.010905220691820205,0.005060405682301702,0.0017360838803516163,-3.0186146965072702e-05,-0.0008648775345111442,-0.001166691291233859,-0.0011828205933129487,-0.001061654991122883,-0.0008885478196499285,-0.0007096504256716581,-0.0005474891943570596,-0.00041092871006297133,-0.00030138651040283914,-0.00021659260998731298,-0.00015277475511119875,-0.00010585878049359586,-7.207098642954653e-05,-4.819119594149543e-05,-3.161253175873236e-05,-2.0302986609726876e-05,-1.2724588612723111e-05,-7.741258329126844e-06,-4.531347971648787e-06,-2.5119505016131377e-06,-1.27706219617809e-06,-5.491050737519331e-07,-1.4213897328588792e-07,6.526264278999148e-08,1.494355786964354e-07,1.5504735742092532e-07,1.0388010418754787e-07]",double_integrator,60,2
certificate,True,,3,34,37,60737,12,0,0.04902786281409964,9.614476335114035e-07,-2158.31762650237,-2157.7368139427913,0.9981294722002633,0.0,"[-0.9981294722002633,-0.9978235148875514,-0.9974295665813747,-0.9969139047559326,-0.9962187579657342,-0.9952612609819949,-0.9938883370857295,-0.9918409949164415,-0.9885969903374188,-0.9830476200596476,-0.9723947109402008,-0.9476201247052265,-0.8629577967878191,-0.2684998873076879,0.5658188378678288,0.7350961436762511,0.7649379871388392,0.7510119935107223,0.7071852520802764,0.634071048769536,0.5344581238604373,0.42109241991191365,0.3124115401967486,0.22131980899644496,0.15151468238853105,0.10095066126770331,0.06564474155384434,0.04164367916004777,0.02569144550593631,0.015316618749215083,0.008723740928065906,0.004644665756552189,0.002202833131421953,0.0008038402256608888,5.210743657110813e-05,-0.00031049830240859007,-0.0004487998144955266,-0.00046542271087072806,-0.0004223305401814921,-0.00035546627811648663,-0.00028452634424574997,-0.0002193597402433789,-0.00016406903628424276,-0.00011957527467874322,-8.517638521688881e-05,-5.9460391812222664e-05,-4.081521663374693e-05,-2.7693556025900728e-05,-1.8734298886357162e-05,-1.2803731104117246e-05,-8.994695931791636e-06,-6.6058839845311575e-06,-5.113507851769163e-06,-4.141719410600993e-06,-3.4347828721699278e-06,-2.8322322306913584e-06,-2.247366321950039e-06,-1.6490540412920075e-06,-1.0466822596787434e-06,-4.780472175822225e-07]",double_integrator,60,3
cost_gated_certificate,True,,3,34,37,60737,12,0,0.04902786281409964,9.614476335114035e-07,-2158.31762650237,-2157.7368139427913,0.9981294722002633,0.0,"[-0.9981294722002633,-0.9978235148875514,-0.9974295665813747,-0.9969139047559326,-0.9962187579657342,-0.9952612609819949,-0.9938883370857295,-0.9918409949164415,-0.9885969903374188,-0.9830476200596476,-0.9723947109402008,-0.9476201247052265,-0.8629577967878191,-0.2684998873076879,0.5658188378678288,0.7350961436762511,0.7649379871388392,0.7510119935107223,0.7071852520802764,0.634071048769536,0.5344581238604373,0.42109241991191365,0.3124115401967486,0.22131980899644496,0.15151468238853105,0.10095066126770331,0.06564474155384434,0.04164367916004777,0.02569144550593631,0.015316618749215083,0.008723740928065906,0.004644665756552189,0.002202833131421953,0.0008038402256608888,5.210743657110813e-05,-0.00031049830240859007,-0.0004487998144955266,-0.00046542271087072806,-0.0004223305401814921,-0.00035546627811648663,-0.00028452634424574997,-0.0002193597402433789,-0.00016406903628424276,-0.00011957527467874322,-8.517638521688881e-05,-5.9460391812222664e-05,-4.081521663374693e-05,-2.7693556025900728e-05,-1.8734298886357162e-05,-1.2803731104117246e-05,-8.994695931791636e-06,-6.6058839845311575e-06,-5.113507851769163e-06,-4.141719410600993e-06,-3.4347828721699278e-06,-2.8322322306913584e-06,-2.247366321950039e-06,-1.6490540412920075e-06,-1.0466822596787434e-06,-4.780472175822225e-07]",double_integrator,60,3
interval_chebyshev,True,,3,36,39,103704,0,0,0.04990211739102878,7.993200359027383e-07,-2158.31762221233,-2157.7368139440277,0.9981298058539646,0.0,"[-0.9981298058539646,-0.9978231001098902,-0.9974301744771134,-0.9969124124849652,-0.9962190475126442,-0.9952610532801993,-0.9938888330003434,-0.9918398553281074,-0.9885973315163373,-0.9830475215877238,-0.9723892442919848,-0.9476214529139468,-0.8629554637762598,-0.26850715925859214,0.565801442080995,0.7351019563618411,0.7649431224020637,0.7510136784766411,0.7071862218318834,0.6340710798256673,0.5344575080061598,0.42109157829444277,0.3124105912954716,0.22131864564002318,0.15151328851688686,0.1009491101656134,0.0656431493972223,0.041642226965087625,0.025690367248657243,0.015316148634178543,0.008724054633304331,0.004645838605438099,0.0022048221291534765,0.000806488570280894,5.516695606904336e-05,-0.00030733239249823975,-0.00044584781369875267,-0.0004629789586807715,-0.00042062707267394474,-0.00035464609189733877,-0.0002846292174920055,-0.0002203216916519128,-0.0001657345896208008,-0.00012172008985654437,-8.753661011442133e-05,-6.17645674236493e-05,-4.28146313078186e-05,-2.918756936897864e-05,-1.958815835259324e-05,-1.295760459406855e-05,-8.463840394802985e-06,-5.4729058452676815e-06,-3.514422037437845e-06,-2.2479426227894634e-06,-1.4332925501578818e-06,-9.059439245035901e-07,-5.574063697029673e-07,-3.2012673061382624e-07,-1.5623643295473107e-07,-4.950962194774911e-08]",double_integrator,60,3
cg,True,,3,49,52,555,0,2,0.04891895671436853,5.332734486486563e-09,-2158.317625247528,-2157.73681394472,0.9981297267073991,0.0,"[-0.9981297267073991,-0.9978236808455943,-0.9974298562101057,-0.9969131166390229,-0.996219115334955,-0.9952603880040681,-0.9938891446109048,-0.9918399629586998,-0.9885972931330315,-0.9830475272549806,-0.972388339287862,-0.9476220900523419,-0.8629584068145147,-0.2684975430709792,0.565773975096083,0.7351297587367668,0.7649493644159617,0.7510102670652378,0.7071944505412893,0.6340727862647907,0.5344496180329928,0.4210692790751955,0.3124053656638905,0.22132987599440002,0.1515077372725265,0.10093010865189575,0.06563011399782108,0.041643379284499855,0.025701663387614235,0.015330168381037311,0.008735945143489498,0.004654334616192245,0.0022107172611704044,0.0008108704957598749,5.847637180947671e-05,-0.0003053600479623629,-0.0004457507110686909,-0.00046507800802311945,-0.0004247450422225908,-0.0003601095337743862,-0.00029048347225387285,-0.00022562710988235517,-0.0001698187284448501,-0.00012430793043409765,-8.873972493500491e-05,-6.195900099441838e-05,-4.2464766990203966e-05,-2.867767394940193e-05,-1.910946657573132e-05,-1.2474852619579712e-05,-7.759534288632384e-06,-4.246978348084986e-06,-1.5053165479356163e-06,6.604326399374495e-07,2.280576658074663e-06,3.3034572787424786e-06,3.6736227064864085e-06,3.3922565152818083e-06,2.5508723364855456e-06,1.3349360596617917e-06]",double_integrator,60,3
direct,True,,3,30,33,0,0,1,0.0,1.6407786084726097e-07,-2158.317643427029,-2157.7368139379478,0.9981297347830602,0.0,"[-0.9981297347830602,-0.9978236889829418,-0.9974298716524154,-0.9969131414593267,-0.9962191576294398,-0.9952604662905088,-0.9938893008792506,-0.9918403344958081,-0.9885982802407793,-0.9830507743768023,-0.9724016805959241,-0.9476754088123727,-0.8629533191815036,-0.268451070058853,0.5658212460837254,0.7351092486408164,0.7649465623213174,0.7510148754762633,0.7071861363876899,0.6340697324555142,0.5344549964319364,0.4210884610549323,0.3124074728804703,0.2213158820288864,0.15151100836238574,0.10094730527854955,0.06564175884534294,0.041641192102759544,0.02568965050350171,0.015315729059182449,0.00872391521873883,0.004645954567481867,0.002205154072489313,0.0008069811982087875,5.5752498936428344e-05,-0.00030672761410355346,-0.0004452954044971553,-0.00046254061446543833,-0.0004203481810398419,-0.00035455158830342517,-0.0002847221102310378,-0.00022058422314685097,-0.00016613167834233692,-0.0001222044215018137,-8.805464508137747e-05,-6.226269500358145e-05,-4.3244766613768005e-05,-2.9511656310555466e-05,-1.9781218108687238e-05,-1.3009163975226679e-05,-8.377781703915597e-06,-5.265918669340003e-06,-3.213361489481223e-06,-1.8864535183373347e-06,-1.0480815571750032e-06,-5.330518578419385e-07,-2.2878282797598762e-07,-6.073993678859263e-08,1.8125988111931462e-08,3.464573000041565e-08]",double_integrator,60,3
certificate,True,,3,32,35,18088,11,0,0.04889866935957237,2.0386294269122567e-06,-2088.312435628432,-2087.902973879745,0.9960920558808274,0.0,"[-0.9960920558808274,-0.9954122548684912,-0.9944796253264389,-0.9932113731846622,-0.991414070676547,-0.9887646873090618,-0.9846428609106946,-0.9777700544187166,-0.9651088703697307,-0.937927829730144,-0.8620229475295578,-0.5487689779584255,0.11255246409809119,0.43574623863437917,0.5238748655263852,0.5238248660218071,0.48083135460278614,0.4139509818341097,0.33725632294219815,0.2623059488250102,0.1965203285981128,0.14291731812928268,0.10144124216905684,0.07051111493345195,0.04807806085302588,0.03217026950215599,0.02110971054696662,0.013559968555141664,0.008500191558189978,0.005173396337745429,0.003031269267174845,0.0016845512703541864,0.0008619367309040268,0.0003776488535442819,0.00010671645253777536,-3.3385057142288595e-05,-9.606725136676925e-05,-0.00011512300724858483,-0.00011136381715711727,-9.717823807885158e-05,-7.960770951741968e-05,-6.238473349747147e-05,-4.725789634848947e-05,-3.483556407473432e-05,-2.5110621281187316e-05,-1.777780945137943e-05,-1.2418869390852968e-05,-8.605128765521408e-06,-5.949705436304091e-06,-4.129731457047716e-06,-2.8913019090922053e-06,-2.0449591964302814e-06,-1.4564532107312544e-06,-1.035673467871351e-06,-7.255281834878397e-07,-4.918710113826644e-07,-3.1512790158513465e-07,-1.8396775844227316e-07,-9.110482736922346e-08,-3.1117635666126324e-08]",double_integrator,60,4
