method,converged,failure,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_preconditioned_relative_residual,maximum_original_relative_residual,final_scaled_gradient,quadratic_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index,relative_objective_gap_to_direct,relative_solution_distance_to_direct
cost_gated_certificate,True,,35,38,1190,18,0,0.04676480829708238,0.0452564461103443,2.752091164981486e-07,-23.591096332831505,0.9861386336312685,0.0,"[-0.9861386336312685,-0.9762510256757112,-0.9454791935740833,-0.5369781453090137,0.8500276696353604,0.9298360556701982,0.9465153132779508,0.9510419452121183,0.9500481224871479,0.9446587565624869,0.9339813734698619,0.9150951585014718,0.8813606705093382,0.8182662924538147,0.6994295954238918,0.5120092014006116,0.3093178452395959,0.1515870072566385,0.049373576979709455,-0.009750780623625102,-0.04000325057722771,-0.05221529961896652,-0.05381159825348675,-0.049668574043523955,-0.04288090932508238,-0.03532580584099638,-0.02806593834778819,-0.021635200234468684,-0.01623844268726488,-0.01188770142942557,-0.008492134590954008,-0.005915071828283651,-0.004008391650018499,-0.002631752300838972,-0.001662030131530504,-0.0009966763458720998,-0.0005535229717628828,-0.00026873411603332186,-9.399547353706596e-05,6.40602188975642e-06,5.827029531604731e-05,7.979590860225723e-05,8.34831923945078e-05,7.765115490485906e-05,6.761306980169995e-05,5.6561927641503776e-05,4.621591107161502e-05,3.7271645269677686e-05,2.9717785500204507e-05,2.309076905057454e-05,1.6818119977885558e-05,1.0762986493102514e-05,5.503507670557575e-06,1.3764155693087843e-06,-1.174868401505347e-06,5.407351349818649e-07,1.6603830291873683e-07,-1.7644887380367157e-06,9.312592042801972e-06,-5.69800111951263e-07]",damped_oscillator,60,0,7.773720888970552e-09,4.46135344840886e-06
interval_chebyshev,True,,35,38,13204,0,0,0.049780024280667814,0.049780043277035606,1.0006034916718312e-07,-23.591096085234934,0.9861386266092451,0.0,"[-0.9861386266092451,-0.9762511027327069,-0.9454788269896762,-0.5369801080935794,0.8500283713331626,0.9298362600264832,0.946515436195391,0.9510420279943017,0.9500482829393893,0.9446592244495295,0.9339811460025791,0.9150932542033782,0.8813574296787008,0.8182633471924536,0.699433623362217,0.5120127749846528,0.30932036232970983,0.15158851938311452,0.04937405144452339,-0.009751237515410833,-0.04000443268656858,-0.0522167768200491,-0.05381292049878717,-0.04966942988698512,-0.04288120809182907,-0.03532567428896678,-0.02806563212126966,-0.021634968409584936,-0.01623841231517723,-0.011887842623190946,-0.008492322477015922,-0.005915202248027521,-0.004008471906346332,-0.0026319051884176555,-0.0016624097793834901,-0.000997353336558159,-0.0005544111694797187,-0.000269598422234455,-9.453013532688176e-05,6.4702744061555926e-06,5.907364334639806e-05,8.129725296242641e-05,8.545413070048407e-05,7.970924460078404e-05,6.928420238295743e-05,5.736495011031212e-05,4.5768684946732415e-05,3.5421873499316564e-05,2.6694169139441624e-05,1.9625220985212465e-05,1.4074391666371562e-05,9.81885451884211e-06,6.623219243410761e-06,4.289778464968641e-06,2.654675772575031e-06,1.5313114991272908e-06,7.648475019871755e-07,4.407029839997515e-07,5.844057824407331e-07,8.20346073612139e-08]",damped_oscillator,60,0,2.7216189304723697e-09,3.8082318336915146e-07
cg,True,,34,37,240,0,0,0.04962715300603945,0.052944134812320305,5.792296765170479e-08,-23.591096057615797,0.9861386199117956,0.0,"[-0.9861386199117956,-0.9762510779899807,-0.9454787482269528,-0.5369808791905647,0.8500283475524607,0.9298360227675022,0.9465154079425819,0.9510420953781487,0.9500482861727059,0.9446593113454453,0.9339812687608448,0.9150930883280304,0.8813572824235584,0.8182635739761168,0.6994344244598633,0.512011832690643,0.3093184454086414,0.1515904942184866,0.04937350334770338,-0.009752062541781497,-0.04000385162239268,-0.05221609721607518,-0.05381298489169687,-0.04966992624991433,-0.0428815072802987,-0.035325524773494585,-0.028065254817640904,-0.021634748510977367,-0.016238551708777103,-0.011888228032318413,-0.008492648314429562,-0.005915210128803189,-0.004008123733722764,-0.002631390692141519,-0.001662016880332745,-0.0009973057063014917,-0.000554767594223764,-0.00027024727806615164,-9.525487907696668e-05,5.901654728882463e-06,5.8834079071721426e-05,8.145920178296998e-05,8.598198693248676e-05,8.047726465501415e-05,7.011012409095717e-05,5.805172665056929e-05,4.614936944500989e-05,3.54027981373304e-05,2.628632051671659e-05,1.894257665972731e-05,1.3275083326704236e-05,9.020380747768783e-06,5.974505831733015e-06,4.341291354724084e-06,3.970271937832107e-06,1.7600587302707857e-06,-9.067701938380528e-07,2.4572182590045725e-06,-9.089874648945349e-08,2.5308240688638246e-06]",damped_oscillator,60,0,3.892363054634774e-09,1.6541730541518004e-06
direct,True,,34,37,0,0,0,0.0,0.0,2.0989227260938662e-07,-23.591096149440908,0.9861386920107639,0.0,"[-0.9861386920107639,-0.976251073623706,-0.9454787748791816,-0.5369812819360228,0.8500284831726947,0.9298363376899368,0.9465154591197312,0.9510420332541317,0.9500482659790739,0.9446592221064631,0.933981134631568,0.915093168210399,0.8813575988490856,0.8182633785708676,0.6994335816595234,0.5120127394907386,0.30932033653719954,0.15158849462079887,0.049374018710919246,-0.009751282189076055,-0.04000449182246568,-0.052216848599093785,-0.053812999441445485,-0.049669508679265305,-0.042881278917056474,-0.03532572970943263,-0.028065665869563317,-0.021634976286835184,-0.01623839313269111,-0.011887798897293515,-0.008492260488501708,-0.0059151311791452955,-0.004008402070051887,-0.002631845756737049,-0.0016623667044149654,-0.0009973281528889663,-0.0005544010444129286,-0.00026959734566657197,-9.453076516749727e-05,6.474709754577781e-06,5.908785166149116e-05,8.132301452770327e-05,8.549006395680735e-05,7.975107742365743e-05,6.93254045835243e-05,5.7397634654024897e-05,4.578478067605952e-05,3.5414694546884907e-05,2.666063630074878e-05,1.956901853118258e-05,1.4009749522528084e-05,9.771867876809107e-06,6.621513090307939e-06,4.334723324712789e-06,2.7139993644422414e-06,1.5948796175567323e-06,8.467803296446055e-07,3.709205390837283e-07,9.714276194015049e-08,-1.9251754921724955e-08]",damped_oscillator,60,0,0.0,0.0
certificate,True,,34,37,2582,17,0,0.04976340105701693,0.04975709655509758,3.6741570711800665e-07,-23.708673012332753,0.9906322494349452,0.0,"[-0.9906322494349452,-0.9861878210455141,-0.9769917273221354,-0.951146658209545,-0.7548901350575853,0.7432409523349911,0.907832021250734,0.9338065312601891,0.9406629270880701,0.9398674248226129,0.9333335908642696,0.9200086516313067,0.8961380318835496,0.8532904694895067,0.7745435099016432,0.6375847129720417,0.45140654211693165,0.27278383050153576,0.1396617490595523,0.05336624088176911,0.0024431875672116707,-0.024641011691587292,-0.0366152939311828,-0.03952745693238143,-0.03739749886867948,-0.03280695933207689,-0.027344300638892916,-0.021928340619687632,-0.0170394831286727,-0.012882145296356558,-0.009496150244779428,-0.006830846585162249,-0.004792623627017748,-0.003273946878473626,-0.002169942219923518,-0.0013868778623966193,-0.0008455930459147872,-0.0004819488462333461,-0.0002456697792398133,-9.844610815316756e-05,-1.1823603061556715e-05,3.482224949154994e-05,5.6079303457400345e-05,6.200280107822312e-05,5.9327591180953424e-05,5.241382247379213e-05,4.396347051665317e-05,3.5547189295057667e-05,2.7977387599385757e-05,2.15596805707687e-05,1.6267062910519393e-05,1.1930971119194804e-05,8.522527389231103e-06,6.2188818724573954e-06,4.954249659992321e-06,3.678796231699698e-06,1.13845441294967e-06,-1.8646334612963447e-06,1.1088689745512245e-06,1.4160025188942606e-06]",damped_oscillator,60,1,9.4175490296187e-09,1.655500391691977e-06
cost_gated_certificate,True,,34,37,2600,16,0,0.04976340105701693,0.04975709655509758,3.6741570711800665e-07,-23.708673012332753,0.9906322494349452,0.0,"[-0.9906322494349452,-0.9861878210455141,-0.9769917273221354,-0.951146658209545,-0.7548901350575853,0.7432409523349911,0.907832021250734,0.9338065312601891,0.9406629270880701,0.9398674248226129,0.9333335908642696,0.9200086516313067,0.8961380318835496,0.8532904694895067,0.7745435099016432,0.6375847129720417,0.45140654211693165,0.27278383050153576,0.1396617490595523,0.05336624088176911,0.0024431875672116707,-0.024641011691587292,-0.0366152939311828,-0.03952745693238143,-0.03739749886867948,-0.03280695933207689,-0.027344300638892916,-0.021928340619687632,-0.0170394831286727,-0.012882145296356558,-0.009496150244779428,-0.006830846585162249,-0.004792623627017748,-0.003273946878473626,-0.002169942219923518,-0.0013868778623966193,-0.0008455930459147872,-0.0004819488462333461,-0.0002456697792398133,-9.844610815316756e-05,-1.1823603061556715e-05,3.482224949154994e-05,5.6079303457400345e-05,6.200280107822312e-05,5.9327591180953424e-05,5.241382247379213e-05,4.396347051665317e-05,3.5547189295057667e-05,2.7977387599385757e-05,2.15596805707687e-05,1.6267062910519393e-05,1.1930971119194804e-05,8.522527389231103e-06,6.2188818724573954e-06,4.954249659992321e-06,3.678796231699698e-06,1.13845441294967e-06,-1.8646334612963447e-06,1.1088689745512245e-06,1.4160025188942606e-06]",damped_oscillator,60,1,9.4175490296187e-09,1.655500391691977e-06
interval_chebyshev,True,,34,37,19147,0,0,0.049562073388620925,0.049562088734868205,1.7424753156313093e-06,-23.70867242942814,0.9906319337185251,0.0,"[-0.9906319337185251,-0.9861877749129381,-0.9769917053037548,-0.9511460917176019,-0.7548893408065868,0.7432376229996576,0.9078310192971452,0.9338067266445689,0.940663438579308,0.9398679447668002,0.9333335708815009,0.9200091672782635,0.8961380740798809,0.853288859218766,0.7745430764487485,0.6375849617918599,0.45140669349880785,0.2727840300471335,0.13966196942428005,0.05336645680738543,0.0024433763143583325,-0.024640874526811556,-0.036615220066165244,-0.03952745012387988,-0.03739755666649353,-0.03280706995685654,-0.027344441322953186,-0.0219284824097686,-0.01703960179463801,-0.012882232702691664,-0.009496219176207488,-0.006830925777822653,-0.004792745746218915,-0.0032741357134863504,-0.002170204293517421,-0.0013872000329066543,-0.0008459449329912312,-0.00048228830470084793,-0.0002459501045184139,-9.862394106239779e-05,-1.1866461001475817e-05,3.492982648551863e-05,5.633164127440613e-05,6.237119051616513e-05,5.9760484387440223e-05,5.28391328459935e-05,4.4293712738920954e-05,3.568992491101857e-05,2.785657943663269e-05,2.1155734356606574e-05,1.5668007012300754e-05,1.1317823175923354e-05,7.960300710883078e-06,5.439913797887252e-06,3.5993668271427613e-06,2.245245629440787e-06,1.197199995152708e-06,5.164149485669267e-07,5.186322487625779e-07,2.9540314608281054e-07]",damped_oscillator,60,1,1.5168585203891572e-08,1.7881050063085162e-07
cg,True,,34,37,255,0,1,0.04989417027988131,0.05130697530800247,1.1199965753442744e-07,-23.70867271748545,0.9906322027296012,0.0,"[-0.9906322027296012,-0.9861877959306553,-0.9769917038933496,-0.9511460968320387,-0.754891091059863,0.7432401556415004,0.9078314088370356,0.9338069082356261,0.940663479895278,0.9398679255017018,0.9333334709112431,0.9200084310857457,0.8961373376477454,0.8532884349142945,0.7745423417309671,0.6375829788273039,0.45140763299670494,0.27278591096656846,0.1396686523532709,0.0533640903833595,0.002440273826352234,-0.024640758861176202,-0.03661417905564287,-0.03952753497703777,-0.03739864516376252,-0.032807999986952725,-0.027344420099106415,-0.021927619624013094,-0.017038607084441177,-0.012881798246900906,-0.00949658314808571,-0.006831827169200167,-0.004793679302598664,-0.003274669785826107,-0.0021701676202027856,-0.0013866845030073858,-0.0008451892024083266,-0.00048154145561807933,-0.00024538209431516797,-9.829929912373596e-05,-1.1764283934562468e-05,3.487590678662969e-05,5.6194241427298554e-05,6.22017969772309e-05,5.9577584965117864e-05,5.263196980369521e-05,4.4041075185262734e-05,3.5392964618667484e-05,2.757900662692171e-05,2.104352801808834e-05,1.5877393766725004e-05,1.1769396231525016e-05,8.087973867558697e-06,4.786172067464312e-06,3.6478894605515554e-06,4.308282780691888e-06,-3.555813110906055e-08,2.096818310288063e-06,-1.2258807030052503e-06,3.0583204813240385e-06]",damped_oscillator,60,1,3.018714549066806e-09,2.900903852198742e-06
direct,True,,34,37,0,0,0,0.0,0.0,3.0567651268221354e-07,-23.708672789055164,0.9906322489564481,0.0,"[-0.9906322489564481,-0.9861877936631477,-0.9769916959720519,-0.951146039632137,-0.754889489386718,0.743237580553128,0.907830895211858,0.9338067749660572,0.940663511233848,0.9398680181654967,0.9333336225962089,0.920009231550722,0.8961380934310719,0.8532886711841534,0.7745430207079975,0.6375849876417444,0.45140670450619363,0.27278404838240783,0.13966199132118887,0.05336647993513971,0.0024433983411826423,-0.024640857291707424,-0.03661520944456919,-0.039527445838167426,-0.03739755738609928,-0.03280707418322923,-0.02734444788074633,-0.021928490690565208,-0.017039611882476723,-0.012882245390047812,-0.009496235785466111,-0.006830947705351811,-0.004792773756742226,-0.003274169177132933,-0.0021702406700308645,-0.0013872348745120522,-0.0008459724921100055,-0.00048230259263754303,-0.00024594608738510916,-9.859854994618978e-05,-1.1819210280635494e-05,3.499666293295726e-05,5.641322746182672e-05,6.246058201926654e-05,5.984923400685362e-05,5.2917996016915966e-05,4.435347266818984e-05,3.5722442116654045e-05,2.7856258236215823e-05,2.112162338261317e-05,1.5606378391860135e-05,1.1243296308372214e-05,7.889753983628753e-06,5.376808395145032e-06,3.5376643387412127e-06,2.2227358521664877e-06,1.3063773707097367e-06,6.887798844740068e-07,2.953817968779289e-07,7.533419956462995e-08]",damped_oscillator,60,1,0.0,0.0
certificate,True,,30,33,2475,11,1,0.049408544050209675,0.04930847477604825,4.18769924310274e-07,-21.364082478501984,0.9918888886062865,0.0,"[-0.9918888886062865,-0.9889436891026699,-0.983750172559402,-0.9731959116601242,-0.9451530992538378,-0.7917597967660482,0.4318867959398612,0.8332481766093026,0.8876193420035468,0.8998432310323655,0.896751837259923,0.8819724758162015,0.8526719669448621,0.800835674446144,0.7137029571845632,0.5838640973870826,0.4300793433990272,0.28789594088691184,0.177424946545992,0.09997203868054198,0.04916653113004134,0.017685781922763526,-0.0005632240859184072,-0.010126246688424259,-0.014224319431511997,-0.015063427510804101,-0.014107792564699292,-0.012295187214915774,-0.010199216772405683,-0.008148434666220953,-0.006311777420097475,-0.004758387175867748,-0.003498401303958728,-0.0025099264341533383,-0.0017562264564618788,-0.0011961570987526861,-0.0007900726115963583,-0.0005027978930496414,-0.00030477834351081687,-0.0001721630228946915,-8.631844322551541e-05,-3.308789333781758e-05,-1.9856962152496687e-06,1.4567930991084283e-05,2.1919618649289282e-05,2.3744505381744962e-05,2.249720562138774e-05,1.9762255952632635e-05,1.6517798635280193e-05,1.3325557304653269e-05,1.045886179147778e-05,7.993190522078268e-06,5.917774723269538e-06,4.27409469267798e-06,3.1389873167420513e-06,2.3896012392299744e-06,1.8324770081788657e-06,1.6234951342130315e-06,1.4241460633877018e-06,6.45029932129039e-07]",damped_oscillator,60,2,1.1524213318291936e-08,5.78221154232506e-07
cost_gated_certificate,True,,30,33,2513,9,1,0.049408544050209675,0.04930847477604825,4.187699242194202e-07,-21.364082478501984,0.9918888886062865,0.0,"[-0.9918888886062865,-0.9889436891026698,-0.983750172559402,-0.9731959116601251,-0.9451530992538367,-0.7917597967660491,0.4318867959398613,0.8332481766093015,0.8876193420035466,0.8998432310323655,0.8967518372599228,0.8819724758162016,0.8526719669448628,0.8008356744461402,0.7137029571845563,0.5838640973871055,0.4300793433990177,0.2878959408869161,0.17742494654598762,0.09997203868055629,0.04916653113003097,0.017685781922746575,-0.000563224085912534,-0.010126246688418303,-0.014224319431515671,-0.015063427510808034,-0.01410779256469542,-0.01229518721491532,-0.01019921677240396,-0.008148434666221277,-0.006311777420102534,-0.0047583871758525185,-0.0034984013039641624,-0.002509926434154932,-0.0017562264564671497,-0.0011961570987541537,-0.0007900726115977302,-0.0005027978930479133,-0.0003047783435123073,-0.00017216302289566475,-8.631844322374656e-05,-3.30878933360311e-05,-1.9856962061026116e-06,1.4567930994117247e-05,2.1919618637783854e-05,2.3744505384455122e-05,2.2497205619103963e-05,1.976225595305096e-05,1.6517798635417894e-05,1.3325557305218155e-05,1.0458861792145889e-05,7.993190521195686e-06,5.9177747233319296e-06,4.274094692421497e-06,3.138987317182482e-06,2.3896012385018107e-06,1.8324770089005225e-06,1.6234951344125467e-06,1.424146061609102e-06,6.450299319461358e-07]",damped_oscillator,60,2,1.1524213318291936e-08,5.782211538519594e-07
interval_chebyshev,True,,29,32,7829,0,1,0.049408544050209675,0.04930847477604825,4.1880080191146067e-07,-21.3640824786839,0.9918888886059328,0.0,"[-0.9918888886059328,-0.9889436890321435,-0.9837501725503857,-0.9731959116779939,-0.9451531007543342,-0.7917597960828917,0.43188679641667255,0.8332481771206123,0.8876193418620032,0.8998432310851867,0.8967518372077221,0.88197247563,0.852671967168205,0.8008356744163827,0.7137029570939125,0.5838640971703576,0.4300793431928954,0.28789594068966745,0.17742494636190623,0.09997203851724154,0.049166530992600876,0.017685781815411333,-0.000563224159639701,-0.010126246723900795,-0.014224319422508938,-0.015063427451438413,-0.014107792452577851,-0.01229518705389727,-0.010199216573316586,-0.008148434445500202,-0.006311777196617313,-0.004758386967126802,-0.0034984011231753414,-0.002509926289133393,-0.0017562263504069312,-0.001196157032400049,-0.0007900725853779884,-0.0005027979082687575,-0.0003047784023344343,-0.00017216312737377345,-8.631859394913323e-05,-3.308808807326605e-05,-1.9859290588890653e-06,1.4567670040908441e-05,2.1919343730754385e-05,2.3744234375492682e-05,2.249695940667596e-05,1.9762056991487076e-05,1.6517668384529118e-05,1.3325511475877812e-05,1.045890296969804e-05,7.993302662779321e-06,5.917939380451006e-06,4.274346161706789e-06,3.139419087675807e-06,2.390162461663423e-06,1.832793694800091e-06,1.6237675626292221e-06,1.4258808611747193e-06,6.456452436302443e-07]",damped_oscillator,60,2,1.1532728390549426e-08,5.788063250612656e-07
cg,True,,31,34,263,0,1,0.049952728639249495,0.05159285151273012,5.104704950118956e-07,-21.36408208501042,0.9918888534243896,0.0,"[-0.9918888534243896,-0.9889436694595811,-0.9837500417263108,-0.9731958659580773,-0.945152457989527,-0.7917568141479664,0.43188096278880866,0.8332525996260374,0.8876173431543846,0.8998395610495343,0.8967513574315997,0.881970144464943,0.8526763400075491,0.8008320759974491,0.7137173221814669,0.5838765953357706,0.43005989758241586,0.28789936132168314,0.17743745222761828,0.09995829699532603,0.049150033418134426,0.0176845295813785,-0.0005540687707185402,-0.01011836418883086,-0.014223689187334054,-0.01506847496047242,-0.01411332388634354,-0.01229686423750871,-0.010195887948243686,-0.008141952683941304,-0.006305293999361198,-0.004754487538206339,-0.0034980545680583348,-0.002512502420689436,-0.0017602204880311488,-0.001200045835910698,-0.0007928752831948777,-0.000504218949014297,-0.0003050415096460322,-0.00017172626420371482,-8.562051798876922e-05,-3.239772305312086e-05,-1.3611467922299194e-06,1.5237458740700959e-05,2.281861996834256e-05,2.501047224743196e-05,2.4092694913251e-05,2.13636780367379e-05,1.7473590759904307e-05,1.280335307006733e-05,7.97386027671638e-06,4.344983069863657e-06,3.571787574525108e-06,4.829968523057182e-06,3.394141787761709e-06,1.216335932077467e-06,6.041146770406611e-06,4.28577011578278e-07,5.898272557552215e-07,7.318819180879461e-07]",damped_oscillator,60,2,6.894156372796914e-09,1.2606434966870586e-05
direct,True,,33,36,0,0,0,0.0,0.0,3.902956445455792e-07,-21.364082232297744,0.9918888936408167,0.0,"[-0.9918888936408167,-0.9889436654528578,-0.9837501710494543,-0.9731958398689917,-0.9451523369905076,-0.7917596820333984,0.4318867291165561,0.8332483512826032,0.8876189788257786,0.8998429936641956,0.8967516734380883,0.8819721712730741,0.8526721912466659,0.8008357368023669,0.7137029034153898,0.5838642041608533,0.43007943710097774,0.2878960376785454,0.17742504215023244,0.09997212768935225,0.04916660865984374,0.017685842925350272,-0.0005631825959532411,-0.010126226164426476,-0.014224319863484929,-0.015063446621906073,-0.014107825348747178,-0.012295226369442705,-0.010199253742797848,-0.00814846087884594,-0.006311785627248839,-0.004758373011925039,-0.003498364827423248,-0.002509872937587163,-0.0017561657767300675,-0.0011961012593127225,-0.0007900324831038181,-0.0005027800693980528,-0.0003047833049728642,-0.0001721850618505962,-8.634716805439617e-05,-3.311072473334277e-05,-1.9907115269907502e-06,1.458927772093069e-05,2.1970134639662237e-05,2.3819312219329987e-05,2.2582244807599653e-05,1.98335758402999e-05,1.6543004455627725e-05,1.3271478820196572e-05,1.0312488066235997e-05,7.791322805193582e-06,5.732989649244688e-06,4.107325679348704e-06,2.8579411339248636e-06,1.9199982137724153e-06,1.2305210066008116e-06,7.339046861273227e-07,3.8451281748290534e-07,1.4767688717988213e-07]",damped_oscillator,60,2,0.0,0.0
certificate,True,,30,33,2079,9,1,0.04905393592897106,0.048972351176636106,3.370165662116266e-07,-18.097410681850697,0.9911963465382226,0.0,"[-0.9911963465382226,-0.9885839975017925,-0.984311898509461,-0.9766630982809095,-0.9608319423542221,-0.9180275853939082,-0.7070476024203024,0.16878429808774253,0.6439791665393331,0.7530083736112878,0.7735947510324953,0.7583401635501265,0.7157115110505198,0.6452248756701591,0.5490558259095326,0.4386199636487472,0.330629316682448,0.23745020848814125,0.16367484251898637,0.10855073253434501,0.06905296645346873,0.04171203526489174,0.023400868553356293,0.011573000565069548,0.004265648215166762,1.96699673203882e-05,-0.0022191253253097997,-0.003192658922983704,-0.003409253482866765,-0.0032069585149010894,-0.002802747030026714,-0.002329671037926364,-0.001864222561528263,-0.001445996368989632,-0.001091472593981562,-0.00080342247511559,-0.0005771355664190232,-0.00040439498468080454,-0.0002758977945337196,-0.0001826318023292249,-0.00011657466557136874,-7.097083930399836e-05,-4.0360180465400124e-05,-2.0472949550299453e-05,-8.064190721564175e-06,-7.316834511700024e-07,3.257615559722354e-06,5.120167019923826e-06,5.682672982576717e-06,5.4831018172747845e-06,4.8516793187193e-06,3.993461787050816e-06,3.103439506071369e-06,2.422530444253269e-06,1.979892032253148e-06,1.3580998186008925e-06,2.1592785961478442e-07,-1.0042972683608408e-06,1.9912560907945004e-06,8.66077287202952e-07]",damped_oscillator,60,3,4.497726718685801e-09,9.055039300073153e-07
cost_gated_certificate,True,,30,33,2079,9,1,0.04905393592897106,0.048972351176636106,3.370165662116266e-07,-18.097410681850697,0.9911963465382226,0.0,"[-0.9911963465382226,-0.9885839975017925,-0.984311898509461,-0.9766630982809095,-0.9608319423542221,-0.9180275853939082,-0.7070476024203024,0.16878429808774253,0.6439791665393331,0.7530083736112878,0.7735947510324953,0.7583401635501265,0.7157115110505198,0.6452248756701591,0.5490558259095326,0.4386199636487472,0.330629316682448,0.23745020848814125,0.16367484251898637,0.10855073253434501,0.06905296645346873,0.04171203526489174,0.023400868553356293,0.011573000565069548,0.004265648215166762,1.96699673203882e-05,-0.0022191253253097997,-0.003192658922983704,-0.003409253482866765,-0.0032069585149010894,-0.002802747030026714,-0.002329671037926364,-0.001864222561528263,-0.001445996368989632,-0.001091472593981562,-0.00080342247511559,-0.0005771355664190232,-0.00040439498468080454,-0.0002758977945337196,-0.0001826318023292249,-0.00011657466557136874,-7.097083930399836e-05,-4.0360180465400124e-05,-2.0472949550299453e-05,-8.064190721564175e-06,-7.316834511700024e-07,3.257615559722354e-06,5.120167019923826e-06,5.682672982576717e-06,5.4831018172747845e-06,4.8516793187193e-06,3.993461787050816e-06,3.103439506071369e-06,2.422530444253269e-06,1.979892032253148e-06,1.3580998186008925e-06,2.1592785961478442e-07,-1.0042972683608408e-06,1.9912560907945004e-06,8.66077287202952e-07]",damped_oscillator,60,3,4.497726718685801e-09,9.055039300073153e-07
interval_chebyshev,True,,29,32,7665,0,1,0.04905393592897106,0.048972351176636106,3.370085129107805e-07,-18.09741068192266,0.9911963465377653,0.0,"[-0.9911963465377653,-0.9885839975140058,-0.9843118985896891,-0.9766630982048133,-0.960831942518832,-0.9180275855169083,-0.7070476020984572,0.1687842982818515,0.6439791666702945,0.7530083734591121,0.7735947509979565,0.7583401635476789,0.7157115110539964,0.645224875676782,0.5490558259106535,0.4386199636458022,0.33062931667633805,0.23745020848026746,0.16367484250969022,0.10855073252313287,0.06905296643972161,0.04171203524806076,0.023400868533430604,0.011573000542962142,0.004265648192813766,1.9669947552788838e-05,-0.0022191253394143406,-0.0031926589284784162,-0.0034092534774823225,-0.003206958497488231,-0.0028027470008675647,-0.0023296709991207543,-0.0018642225171486885,-0.0014459963249036092,-0.0010914725571900892,-0.0008034224526640922,-0.0005771355640810665,-0.0004043950057403082,-0.0002758978390027261,-0.00018263186679384413,-0.00011657474357865298,-7.097092213131872e-05,-4.036025814179672e-05,-2.0473011909462357e-05,-8.064228373957143e-06,-7.316888690981646e-07,3.257647019211433e-06,5.120235806096749e-06,5.682773748691569e-06,5.483221646682655e-06,4.851797313305626e-06,3.993554232279531e-06,3.103495423696943e-06,2.4225749561909412e-06,1.979966723016719e-06,1.3581443949980924e-06,2.1572080507205994e-07,-1.0047221631378638e-06,1.9918103013931107e-06,8.664887177789888e-07]",damped_oscillator,60,3,4.50170318636212e-09,9.058123217778067e-07
cg,True,,31,34,268,0,1,0.04967559798957893,0.05348584189079452,2.163771226372275e-08,-18.097410572869467,0.9911963069816672,0.0,"[-0.9911963069816672,-0.9885839939866106,-0.9843118937329468,-0.9766630625712812,-0.96083180973718,-0.9180271979667765,-0.7070486689630805,0.16878394645922043,0.6439795901389083,0.7530080882095712,0.7735949092842718,0.7583406080533797,0.7157111853303463,0.6452247319387633,0.5490552903752227,0.43861987585766504,0.3306293389973978,0.23745200130879712,0.16367507939233814,0.10854962945102381,0.06905241413699385,0.04171231865529727,0.023401217136861927,0.011572958106650261,0.004265407819395342,1.9639277092948345e-05,-0.002218787744016275,-0.003192156164936063,-0.0034089493824088902,-0.003207098349517604,-0.002803309499131268,-0.002330415611815125,-0.0018648555142143242,-0.0014463269792429373,-0.0010914744160751039,-0.0008031962072334823,-0.0005768255050053993,-0.00040411592928550296,-0.00027570139053831186,-0.00018251098288889399,-0.00011648930042619926,-7.087705199822729e-05,-4.023233968854948e-05,-2.0314227885983015e-05,-7.905788549152058e-06,-6.222327373984694e-07,3.2710725010849976e-06,5.0177670339210626e-06,5.497023698185587e-06,5.301210617824266e-06,4.743814305878314e-06,3.843377118587552e-06,2.586494502128817e-06,1.7283880410842971e-06,2.139988632804607e-06,1.3129614373324e-06,-2.307701421452025e-07,1.475614715778353e-06,1.094223428449564e-06,4.128257384216179e-08]",damped_oscillator,60,3,1.5241971786182376e-09,1.0888203604154182e-06
direct,True,,28,31,0,0,1,0.0,0.0,1.8485841550488367e-08,-18.09741060045349,0.9911963069877022,0.0,"[-0.9911963069877022,-0.9885839941600599,-0.984311896822414,-0.9766630657052158,-0.960831831870709,-0.9180273557782239,-0.7070483468030405,0.16878379887751366,0.6439788953179977,0.7530086619684583,0.7735948664115165,0.7583402180197399,0.7157115880308874,0.6452249233032996,0.5490558853809671,0.43862002275538603,0.3306293718386241,0.2374502549332591,0.16367487804903463,0.1085507580789986,0.06905298433047509,0.04171204822057109,0.02340087824468789,0.01157300623873025,0.004265646499086196,1.9655674202930854e-05,-0.0022191579336185573,-0.003192714865260386,-0.003409335973828979,-0.0032070680712946924,-0.0028028807237623836,-0.0023298218993436717,-0.0018643792624766587,-0.0014461435016291523,-0.0010915919545369211,-0.0008034955457346747,-0.000577146864938317,-0.0004043354450720532,-0.0002757672180135677,-0.00018243975103176516,-0.00011633971455022434,-7.071854509158162e-05,-4.0120302397585585e-05,-2.0276387098681455e-05,-7.939886654849503e-06,-7.034889516289822e-07,3.1743615966630956e-06,4.9228303649123885e-06,5.387034905300318e-06,5.131290146786722e-06,4.519545827797712e-06,3.776338726841494e-06,3.0318176795621815e-06,2.3541944583334018e-06,1.7725546410759641e-06,1.292471771296595e-06,9.063848727904514e-07,6.00266987423661e-07,3.57748545031682e-07,1.6256805632022167e-07]",damped_oscillator,60,3,0.0,0.0
